,suicides_per_100k
746,7.659985
9917,8.586349
14700,1.7515761
17507,26.582558
7563,4.5131636
11523,25.489365
886,2.1833441
5007,19.14019
17176,0.97123647
6022,11.51009
5314,13.949322
17666,16.039946
4294,3.58715
16687,10.740785
5613,16.792702
8397,1.1307995
8444,4.321194
12864,4.543382
17544,7.456266
14320,4.175884
14868,15.230619
9470,12.153786
8935,16.03984
5576,17.023104
10847,24.281073
1506,20.916553
12781,4.129476
1146,12.449603
17126,0.76484716
13112,10.863794
17511,26.582558
3975,7.21062
2911,4.0970325
694,8.112241
2406,21.346226
15269,10.348293
4753,6.408744
4523,5.241577
11547,22.522396
13000,0.0
6390,9.12536
7724,5.5517
1394,13.610131
16720,9.249326
7027,22.275955
298,0.0
1454,23.913239
19809,7.44281
12285,5.462744
4975,18.737919
17927,13.938389
1142,12.449603
19125,10.039356
3886,11.910975
3244,5.0515366
11201,0.0
19312,25.613953
17115,0.8510878
15228,12.272015
8285,4.4460087
241,0.0
15874,13.499486
20374,19.004175
8954,11.877335
7558,3.5160658
15441,9.264513
2710,17.57283
13545,12.762387
19629,7.4963856
12168,5.2940164
7938,12.024745
16004,13.196986
1285,11.078406
7726,5.5517
19792,7.1707997
14163,5.318931
17766,26.606602
13058,21.357634
6040,10.477312
19753,6.791239
14997,15.668988
16756,8.553417
697,8.112241
3361,16.413857
4666,5.4895544
17877,14.74905
1925,4.9103107
162,0.0
14855,15.347609
14899,16.12051
150,5.0782766
20532,8.807169
9491,9.137829
11916,1.1374537
13391,13.244797
11787,17.25618
15413,9.730077
6617,9.112228
16876,23.017069
12458,10.571151
20455,7.3206444
19014,7.2048273
13814,13.165398
13504,14.538078
7385,17.410212
17538,22.440752
19704,7.083629
8426,0.0
20158,14.725813
5554,17.784756
18168,19.487778
4254,3.587702
196,5.803285
8274,3.5117514
5704,13.929864
12666,2.9713438
6791,15.682175
12389,14.970975
19771,7.318979
3610,10.517334
15559,8.598918
8111,3.6492057
9324,13.3874235
4505,4.7489686
11056,20.215384
4850,22.025099
10831,24.93574
2931,5.4310637
3482,17.456633
16848,27.572618
19733,7.220036
10301,7.5655246
17664,16.039946
18214,18.368237
3872,11.430177
8471,6.4044404
10388,6.8479424
20542,8.807169
6083,5.457598
136,4.360165
2619,18.513966
2891,4.350818
13023,20.232086
2764,7.7562327
799,7.7406273
9801,11.395458
8331,5.1203694
15287,10.91726
3842,11.7289
19141,9.308952
10453,7.4604373
19519,1.70976
15085,15.019436
4622,5.7019863
9025,5.3265233
4805,7.0392823
19064,8.311701
3374,18.372704
19458,18.772875
20639,6.955545
9211,22.175488
13546,12.762387
9486,15.613333
10800,24.66322
15556,8.598918
12986,0.0
4309,3.616897
3916,6.3455462
7368,18.025248
19273,2.7217767
853,3.2916973
16932,19.879229
9441,11.307461
1840,1.209619
19223,3.9110694
5416,4.8279657
9071,27.66198
5557,17.784756
10667,17.287128
12942,5.451308
14472,3.6798942
4131,13.544667
1157,13.795062
17805,16.783928
11769,11.204148
16506,8.144364
18581,6.599621
11826,11.297567
12765,3.8530664
16870,20.990267
1971,5.5883837
17614,7.1147137
20446,7.36156
4865,24.338324
4259,3.587702
20275,22.020992
3840,11.7289
48,3.027005
19817,8.027719
18661,14.391665
9707,12.336612
15707,3.675551
11720,17.635832
13211,9.801616
8083,3.5432918
4957,18.31781
8221,3.7103686
12679,3.0484154
1008,1.9704837
10415,6.9208
10560,0.040577695
6250,7.229279
18217,18.368237
980,2.8215928
