,country,year,sex,age,generation,incomelevel,depression,alcohol
1123,4,1991,0,3,4,0,4.671933,1.392997
10336,40,2003,0,0,4,0,3.418576,0.45059
13269,54,2006,1,1,2,0,4.046277,0.722001
9262,37,1991,0,1,0,0,3.592401,1.169433
8675,34,1995,0,2,0,2,3.324058,3.291172
14108,59,1996,1,0,2,2,2.659093,1.317554
8307,32,2013,0,2,2,0,4.272856,1.135179
3896,15,2013,1,4,0,0,3.926503,1.599727
8050,32,1992,1,2,0,0,3.999921,1.050586
12210,49,2006,1,3,4,0,3.379254,1.064111
6195,24,2002,1,2,0,2,2.929883,1.851213
4295,17,1996,0,0,2,2,2.339456,1.524376
9191,36,2011,1,3,3,0,2.761039,2.187616
14617,60,2014,0,3,3,2,2.946082,2.347036
19382,81,2006,0,3,4,1,4.373125,4.938663
10168,39,2015,0,0,4,0,3.92133,0.503205
13159,54,1997,1,2,0,0,4.175035,0.810089
15105,63,1991,0,2,0,0,4.729642,1.164669
6173,24,2000,0,0,2,2,2.913822,1.871933
3041,13,1991,1,5,1,2,3.529751,2.422741
13017,53,2004,1,1,2,2,2.58424,1.762011
9464,37,2008,0,3,3,0,3.367176,1.205389
8429,33,2001,1,4,5,2,2.799277,1.646062
6933,28,1993,0,2,0,0,5.504764,2.489465
6000,23,2012,1,5,5,0,3.275031,1.789299
13132,54,1994,1,3,4,0,4.204405,0.800726
14916,62,2001,0,1,2,0,2.319913,1.920361
17090,71,2008,1,1,2,2,3.725575,1.630654
8557,33,2012,0,5,5,2,2.777003,1.719291
12515,50,2006,1,4,5,2,3.609756,1.222068
20251,85,2000,1,0,2,0,3.408121,1.012618
8613,34,1990,0,2,5,2,3.213616,3.375219
2682,10,2013,1,0,4,0,4.110062,1.450025
6259,24,2007,1,3,3,2,2.959376,1.817016
18261,76,2009,1,3,3,0,3.802627,1.390568
19149,80,2004,0,4,5,2,2.881919,2.708463
10671,42,1994,1,4,5,0,3.063447,0.559626
11295,45,2000,1,2,0,0,3.547975,0.67176
1397,4,2015,0,5,5,0,4.696774,1.510434
9522,37,2013,0,4,0,0,3.361856,1.218249
936,3,2001,0,5,5,2,2.65792,2.051013
13238,54,2003,0,1,2,0,4.058864,0.75705
716,2,2008,1,3,3,2,3.649862,1.980933
14752,61,2008,1,5,5,1,2.718874,0.887098
17732,74,2009,1,3,3,2,4.019964,1.770043
5899,23,2003,0,4,5,0,3.407564,1.747133
12390,50,1995,1,3,4,2,3.658729,1.293717
4061,16,2002,0,3,4,0,4.258413,2.610887
19252,80,2013,1,5,5,2,2.820571,2.799165
9536,37,2014,1,3,3,0,3.361046,1.224274
435,1,2009,0,3,3,0,2.541514,2.107696
9459,37,2008,1,0,4,0,3.367176,1.205389
5206,20,2005,1,3,4,2,3.515118,1.663283
3769,15,2002,0,4,5,0,4.085414,1.560563
6771,26,2013,1,1,4,0,3.926684,4.958878
17017,71,2002,1,2,0,2,3.724658,1.598237
13681,55,2013,0,5,5,0,3.969718,1.956453
11686,47,1998,1,1,2,0,3.930376,1.44319
11113,44,1994,0,0,2,1,3.271229,1.029112
6409,25,1995,1,5,1,1,3.165224,3.213592
20657,86,2013,0,1,4,1,2.882817,1.951835
7242,29,1994,1,3,4,0,4.48833,1.375352
1771,6,1996,0,1,2,2,2.540409,2.182981
14260,59,2009,1,1,2,2,2.654011,1.394363
19813,83,2012,0,5,5,0,4.126116,1.917394
17339,72,2002,0,3,4,0,3.422318,0.836221
8726,34,1999,1,3,4,2,3.466129,3.104749
17981,75,2007,1,2,0,0,4.55514,1.75626
8059,32,1992,0,3,4,0,3.999921,1.050586
12313,49,2015,0,4,0,0,3.347923,1.109213
19601,83,1995,1,1,2,0,4.234785,1.522711
11293,45,2000,1,4,5,0,3.547975,0.67176
19599,83,1994,1,3,4,0,4.237369,1.506031
19503,82,2007,1,3,3,0,2.925635,0.761583
3363,14,1992,0,5,1,2,2.784457,1.871572
16138,66,2016,1,5,5,2,2.350485,1.6943
9628,38,1995,0,5,1,0,4.231725,1.801893
17521,73,2003,1,1,2,1,3.568743,1.092969
3638,15,1991,0,0,2,0,4.097314,1.51866
3905,15,2013,1,3,3,0,3.926503,1.599727
13273,54,2006,0,5,5,0,4.046277,0.722001
16886,70,2010,0,4,5,0,2.960118,2.215589
19734,83,2006,1,1,2,0,4.085044,1.761617
19614,83,1996,1,2,0,0,4.235221,1.537237
3206,13,2004,0,1,2,2,4.102729,2.690265
8683,34,1996,1,4,5,2,3.353594,3.259755
16891,70,2010,0,0,4,0,2.960118,2.215589
12411,50,1997,0,2,0,2,3.672637,1.268984
1656,5,2013,0,0,4,0,3.273578,1.925424
11961,48,2007,0,0,4,2,3.294376,0.761604
5583,22,1997,0,3,4,0,2.895237,1.886068
17014,71,2001,1,3,4,2,3.705861,1.612709
20136,84,2014,1,5,5,0,4.782222,2.011345
19038,80,1995,0,4,5,2,2.917409,2.497426
2884,11,2005,0,5,5,1,2.855411,1.752975
7641,30,2007,0,0,4,2,2.78403,1.93751
505,2,1991,1,2,0,2,3.579068,2.02204
10939,43,1992,1,4,5,2,3.437113,2.439505
16654,69,2002,1,3,4,0,3.742717,0.483248
5798,23,1994,1,1,0,0,3.847608,1.561136
16043,66,2008,1,2,0,2,2.334845,1.748436
14435,60,1999,0,4,5,2,2.833395,2.198905
19549,83,1990,0,1,0,0,4.264897,1.411711
16281,67,2010,0,2,2,2,2.60152,2.025871
17116,71,2010,1,2,2,2,3.69995,1.663579
8305,32,2013,0,4,0,0,4.272856,1.135179
2265,8,2008,0,2,0,0,2.73648,1.588849
13828,57,1996,1,5,1,0,3.948518,1.695924
20350,85,2009,0,4,5,0,3.514906,1.122794
12647,51,1990,0,1,0,2,2.638417,1.769652
15631,64,2014,0,1,4,0,2.724716,1.708299
10724,42,1998,0,3,4,0,3.01007,0.566897
8034,32,1990,1,3,2,0,4.077248,1.045123
3153,13,2000,1,0,2,2,4.097776,2.700238
4765,18,2009,0,2,0,2,2.877157,1.444609
8999,35,1996,0,2,0,2,3.912146,1.91793
3207,13,2004,0,3,4,2,4.102729,2.690265
9187,36,2011,0,2,2,0,2.761039,2.187616
20528,86,1999,0,2,0,1,2.947649,2.355886
18885,78,2011,0,3,3,0,3.348171,1.735504
9134,36,2005,0,1,2,0,2.855418,2.267669
11618,47,1992,0,5,1,0,4.044123,1.435736
18138,76,1998,0,0,2,0,4.103192,1.446592
10170,39,2015,0,3,3,0,3.92133,0.503205
4559,18,1992,0,1,0,2,2.770426,1.404308
13414,55,1991,0,4,5,0,4.161383,1.674564
1275,4,2004,0,5,5,0,4.920486,1.460324
17908,75,2001,1,5,5,0,4.555148,1.684808
6572,25,2008,0,3,3,1,3.037453,2.827514
17365,72,2005,1,4,5,0,3.358963,0.838729
18911,79,2010,0,3,3,2,3.77003,0.770705
16594,69,1997,0,2,0,0,3.965194,0.487013
19587,83,1993,1,3,4,0,4.241936,1.48611
2250,8,2006,0,5,5,0,2.729436,1.576808
15569,64,2009,0,1,2,0,2.728431,1.764024
8676,34,1995,0,1,2,2,3.324058,3.291172
2848,11,2002,0,5,5,1,2.839583,1.738945
17830,75,1994,1,0,2,0,4.661501,2.049173
464,1,2013,1,2,2,0,2.53636,2.127217
6344,24,2014,0,4,0,2,2.967176,1.75853
1016,3,2009,0,3,3,2,2.71182,1.982901
1466,5,1996,0,4,5,0,3.612334,1.768456
11709,47,2000,0,4,5,0,3.857618,1.445018
20506,86,1997,0,3,4,1,2.954412,2.394409
20563,86,2002,0,2,0,1,2.934647,2.311335
1910,7,1999,0,1,2,0,4.312985,0.740016
1802,6,1999,0,2,0,2,2.545394,2.149846
20284,85,2003,0,4,5,0,3.450324,1.01694
1847,6,2003,0,5,5,2,2.548794,2.155136
20674,86,2014,0,4,0,1,2.884324,1.933014
294,1,1995,1,0,2,0,2.551285,2.102846
15840,66,1991,1,1,0,2,2.369771,2.029062
2606,10,2006,0,3,4,0,4.000156,1.463475
11948,48,2005,0,0,4,2,3.337087,0.744852
14126,59,1997,1,3,4,2,2.661027,1.320339
17509,73,2001,0,4,5,1,3.620192,1.109213
3771,15,2002,0,5,5,0,4.085414,1.560563
10344,40,2004,1,0,4,0,3.403169,0.450926
13873,57,1999,0,5,1,0,3.738417,1.669055
18743,78,1999,0,3,4,0,3.394851,1.558382
10507,41,2000,1,2,0,2,2.551216,1.363294
3666,15,1994,1,5,1,0,4.117476,1.502866
5305,20,2014,1,3,3,2,3.326268,1.728006
14267,59,2009,0,1,2,2,2.654011,1.394363
4896,19,2001,0,1,2,0,2.967659,1.925441
6625,25,2013,1,5,5,1,3.02532,2.718957
3517,14,2006,1,4,5,2,2.608345,1.779412
6392,25,1992,0,3,4,1,3.152032,3.225143
13891,57,2001,1,1,2,0,3.696601,1.621007
8166,32,2001,0,0,4,0,4.269788,1.077283
9254,37,1991,1,5,1,0,3.592401,1.169433
10319,40,2002,1,0,4,0,3.435921,0.450356
4136,16,2009,1,4,5,0,4.038821,2.47353
147,0,2004,0,0,4,2,2.222116,1.701433
13077,54,1990,1,2,5,0,4.074103,0.764667
16947,71,1996,1,2,0,2,3.708842,1.725429
11630,47,1993,1,2,0,0,4.039146,1.435457
11854,47,2013,0,4,0,0,3.618721,1.372449
19094,80,2000,1,2,0,2,2.892461,2.653555
14507,60,2005,0,2,0,2,2.887829,2.243484
9662,38,1998,0,0,2,0,4.289213,1.845547
6581,25,2009,0,1,2,1,3.032828,2.801696
15258,63,2007,0,0,4,0,4.803936,1.296047
11938,48,2004,0,3,4,2,3.355397,0.74257
1271,4,2004,1,4,5,0,4.920486,1.460324
6052,24,1990,1,2,5,2,2.860919,2.000672
12822,51,2005,1,2,0,2,2.793921,1.690616
12754,51,1999,0,2,0,2,2.748387,1.700369
6877,27,2007,1,2,0,2,3.168357,1.064304
3261,13,2009,1,0,4,2,3.588454,2.706941
6348,24,2015,1,5,5,2,2.970413,1.742634
8217,32,2006,1,4,5,0,4.375195,1.086132
3835,15,2008,1,5,5,0,3.932311,1.58323
2582,10,2004,0,0,4,0,3.935032,1.468771
5622,22,2001,0,2,0,0,2.813639,1.909667
17351,72,2003,0,3,4,0,3.395532,0.836631
2131,8,1992,1,3,4,0,2.720224,1.539493
3030,13,1990,1,4,1,2,3.534532,2.416659
18790,78,2003,1,3,4,0,3.344868,1.615584
19202,80,2009,1,1,2,2,2.835529,2.855134
6696,26,2006,1,1,2,0,4.208616,4.939028
2967,11,2012,1,3,3,1,2.838261,1.758207
8010,31,2014,1,3,3,0,3.940119,1.974528
17120,71,2010,0,2,2,2,3.69995,1.663579
9259,37,1991,0,2,0,0,3.592401,1.169433
14157,59,2000,0,0,2,2,2.666444,1.328796
3935,16,1992,0,0,2,0,4.3947,2.241898
11699,47,1999,0,5,1,0,3.891792,1.445168
3359,14,1991,0,1,0,2,2.77757,1.873761
17488,72,2015,0,5,5,0,3.506859,0.895117
1743,6,1994,0,2,0,2,2.545511,2.184191
17714,74,2007,1,4,5,2,3.981307,1.759897
3266,13,2009,0,0,4,2,3.588454,2.706941
16318,67,2013,0,3,3,2,2.586581,2.030232
15786,65,2013,0,4,0,0,3.484366,0.73456
17458,72,2012,1,3,3,0,3.470575,0.902213
5275,20,2012,1,2,2,2,3.340647,1.721256
3369,14,1992,0,2,0,2,2.784457,1.871572
5261,20,2010,0,3,3,2,3.35815,1.713641
6089,24,1993,0,1,0,2,2.878598,1.945942
8659,34,1994,1,0,2,2,3.303338,3.312988
14709,61,2002,0,5,5,1,2.722645,0.919515
12320,50,1990,1,4,1,2,3.650597,1.32484
9068,35,2007,0,0,4,2,4.197154,2.038168
6618,25,2012,0,2,2,1,3.026992,2.738557
8115,32,1997,0,2,0,0,4.051676,1.066425
391,1,2005,1,1,2,0,2.574127,2.098566
4706,18,2004,0,2,0,2,2.847832,1.428057
17492,72,2015,0,1,4,0,3.506859,0.895117
7990,31,2013,1,2,2,0,3.934021,2.012938
10333,40,2003,0,4,5,0,3.418576,0.45059
1451,5,1995,1,4,5,0,3.624869,1.748054
10797,42,2005,1,3,4,0,3.071846,0.560731
6683,26,2005,1,1,2,0,4.256001,4.933496
5199,20,2005,0,5,5,2,3.515118,1.663283
554,2,1995,1,0,2,2,3.615924,2.266897
10997,43,2008,1,4,5,2,3.542525,3.498564
18758,78,2001,1,1,2,0,3.368607,1.581855
8364,33,1992,0,4,5,2,2.748236,1.628591
15692,65,2005,0,4,5,0,3.653271,0.708451
2751,11,1994,0,0,2,1,2.755676,1.64789
17546,74,1990,0,2,5,2,3.650848,1.665205
17629,74,1999,0,4,5,2,3.842142,1.724891
6242,24,2006,1,4,5,2,2.9588,1.820584
6382,25,1991,1,3,4,1,3.143844,3.224773
20591,86,2005,1,2,0,1,2.919469,2.246256
3447,14,1999,0,1,2,2,2.740295,1.786741
6527,25,2005,1,1,2,1,3.058823,2.920276
6902,27,2009,1,0,4,2,3.176639,1.090014
12255,49,2010,0,2,2,0,3.328033,1.103618
19431,81,2011,0,2,2,1,4.148908,4.977232
1366,4,2013,1,1,4,0,4.759686,1.506864
6371,25,1990,1,3,2,1,3.131583,3.222535
14460,60,2001,0,1,2,2,2.843599,2.207012
15863,66,1993,1,4,5,2,2.371618,2.04127
12209,49,2006,0,5,5,0,3.379254,1.064111
18415,77,1998,1,0,2,2,3.073758,0.928917
8946,35,1992,1,5,1,2,3.770148,1.847594
6969,28,1997,1,4,5,0,5.45805,2.733953
15519,64,2005,1,1,2,0,2.763139,1.828176
13492,55,1998,1,1,2,0,4.147365,1.537126
1529,5,2002,1,1,2,0,3.425174,1.917046
5853,23,1999,1,1,2,0,3.577602,1.678815
8433,33,2002,0,2,0,2,2.805102,1.648756
7115,28,2009,0,3,3,0,4.997501,2.839515
9672,38,1999,0,4,5,0,4.310122,1.857496
10384,40,2007,0,0,4,0,3.409353,0.457413
10982,43,2006,0,5,5,2,3.555675,3.301988
14369,60,1994,1,5,1,2,2.813845,2.188783
8844,34,2009,0,4,5,2,3.374171,2.734925
17920,75,2002,1,5,5,0,4.552223,1.683102
4334,17,1999,0,3,4,2,2.384067,1.604951
11512,46,2007,0,2,0,0,3.549109,4.432855
15984,66,2003,1,1,2,2,2.347841,1.821129
7621,30,2006,1,4,5,2,2.784744,1.900684
13587,55,2005,1,3,4,0,4.126753,1.460839
3205,13,2004,0,0,4,2,4.102729,2.690265
19433,81,2011,0,1,4,1,4.148908,4.977232
20037,84,2005,0,0,4,0,4.791258,2.070251
19426,81,2011,1,2,2,1,4.148908,4.977232
11726,47,2001,0,3,4,0,3.83053,1.439653
15942,66,1999,0,0,2,2,2.355299,1.901132
16261,67,2008,0,0,4,2,2.619175,2.006558
19602,83,1995,1,2,0,0,4.234785,1.522711
19613,83,1996,1,1,2,0,4.235221,1.537237
14276,59,2010,1,0,4,2,2.6524,1.402402
12356,50,1993,1,1,0,2,3.655156,1.307527
5503,22,1990,0,1,0,0,2.943294,1.856324
10971,43,1999,1,3,4,2,3.565997,2.718396
595,2,1998,0,1,2,2,3.643306,2.267221
2928,11,2009,0,3,3,1,2.841534,1.753958
13425,55,1992,0,4,5,0,4.170798,1.683077
15314,63,2012,1,3,3,0,4.718802,1.291525
6455,25,1999,1,1,2,1,3.124116,3.165348
20338,85,2008,0,4,5,0,3.505361,1.092824
12899,51,2011,0,2,2,2,2.759083,1.724857
14370,60,1994,1,2,0,2,2.813845,2.188783
14263,59,2009,1,0,4,2,2.654011,1.394363
13812,57,1994,0,5,1,0,3.974874,1.731578
1722,6,1992,0,0,2,2,2.566726,2.160472
10721,42,1998,0,1,2,0,3.01007,0.566897
18702,78,1996,0,0,2,0,3.452817,1.524007
13160,54,1997,1,4,5,0,4.175035,0.810089
1229,4,2000,0,5,1,0,4.803224,1.553826
8607,33,2016,1,5,5,2,2.770682,1.741054
4634,18,1998,0,2,0,2,2.801895,1.41924
12139,49,2001,1,4,5,0,3.398177,1.056513
11915,48,2002,0,2,0,2,3.385772,0.739423
12039,49,1992,0,1,0,0,3.443676,1.039935
10272,40,1998,0,5,1,0,3.481261,0.448558
16335,67,2015,1,0,4,2,2.577638,2.027863
9302,37,1995,1,4,5,0,3.58302,1.159994
11433,45,2011,1,5,5,0,3.547218,0.683594
17991,75,2007,0,3,3,0,4.55514,1.75626
18147,76,1999,0,4,5,0,4.068594,1.443233
18782,78,2003,1,1,2,0,3.344868,1.615584
1306,4,2008,1,5,5,0,4.882334,1.478267
16073,66,2010,0,0,4,2,2.331447,1.725279
14479,60,2003,1,0,4,2,2.867884,2.225935
16013,66,2005,0,1,2,2,2.344809,1.792783
10934,43,1991,0,0,2,2,3.428476,2.51614
15731,65,2009,1,4,5,0,3.5173,0.730138
8939,35,1991,0,1,0,2,3.730154,1.826493
9456,37,2008,1,2,0,0,3.367176,1.205389
6403,25,1993,0,2,0,1,3.157514,3.223386
3883,15,2012,1,4,0,0,3.919381,1.59601
11951,48,2005,0,3,4,2,3.337087,0.744852
1159,4,1994,0,3,4,0,4.783948,1.488673
10646,42,1991,0,0,2,0,3.064306,0.554292
18847,78,2008,0,1,2,0,3.340305,1.709994
17862,75,1997,1,2,0,0,4.616927,1.93236
605,2,1999,0,2,0,2,3.652057,2.266152
9769,38,2007,0,1,2,0,4.359767,2.004678
12018,49,1990,1,5,1,0,3.473631,1.04024
8415,33,1996,1,1,2,2,2.766909,1.64368
11255,45,1997,0,0,2,0,3.530244,0.669457
5135,20,1999,0,5,1,2,3.843348,1.62449
7642,30,2007,0,3,3,2,2.78403,1.93751
7814,31,1997,1,3,4,0,3.857159,2.159982
4228,17,1990,1,3,2,2,2.26815,1.409241
17749,74,2011,0,5,5,2,4.029737,1.771161
12332,50,1991,1,1,0,2,3.652193,1.319539
4926,19,2004,0,1,2,0,2.895932,2.003226
9145,36,2006,1,3,4,0,2.834078,2.257506
5193,20,2004,0,1,2,2,3.559469,1.657634
17566,74,1992,0,0,2,2,3.715075,1.686619
2864,11,2004,1,0,4,1,2.852725,1.750191
18663,78,1993,1,2,0,0,3.455137,1.53551
19804,83,2011,0,3,3,0,4.12623,1.913856
6521,25,2004,0,1,2,1,3.066272,2.963208
3201,13,2004,1,0,4,2,4.102729,2.690265
8428,33,2001,1,3,4,2,2.799277,1.646062
2655,10,2011,1,4,0,0,4.104088,1.445937
3194,13,2003,0,1,2,2,4.109456,2.697842
6995,28,1999,0,5,1,0,5.380097,2.828231
10256,40,1997,1,4,5,0,3.498997,0.447723
5279,20,2012,1,0,4,2,3.340647,1.721256
12242,49,2009,0,2,0,0,3.333704,1.098302
8606,33,2016,1,4,0,2,2.770682,1.741054
15265,63,2008,0,4,5,0,4.795229,1.296875
5966,23,2009,1,2,0,0,3.283858,1.798877
14426,60,1998,0,3,4,2,2.830085,2.197235
9863,39,1990,0,5,1,0,4.011663,0.547416
18795,78,2004,1,2,0,0,3.337394,1.633606
8096,32,1996,1,5,1,0,3.998333,1.06232
18555,77,2010,0,0,4,2,3.10254,0.866558
13787,57,1992,0,5,1,0,3.961436,1.802555
15226,63,2001,0,3,4,0,4.680431,1.278205
7982,31,2012,0,4,0,0,3.930375,2.042078
13172,54,1998,1,4,5,0,4.14939,0.81184
18973,80,1990,1,5,1,2,2.9136,2.348821
377,1,2004,0,3,4,0,2.574414,2.094256
14963,62,2005,0,5,5,0,2.274279,1.971036
4817,18,2013,0,3,3,2,2.891387,1.453982
17167,71,2014,0,1,4,2,3.70879,1.621201
16696,69,2006,1,0,4,0,3.472043,0.468699
9044,35,2002,0,3,4,2,4.085056,2.001931
15123,63,1993,1,2,0,0,4.702669,1.174235
2869,11,2004,0,1,2,1,2.852725,1.750191
17323,72,2001,0,2,0,0,3.448446,0.835681
17044,71,2004,1,4,5,2,3.760944,1.574012
4614,18,1997,1,4,5,2,2.792654,1.415829
4616,18,1997,1,1,2,2,2.792654,1.415829
17946,75,2004,1,2,0,0,4.553656,1.688376
9501,37,2011,0,5,5,0,3.36087,1.210316
8419,33,2001,0,0,4,2,2.799277,1.646062
16059,66,2009,0,4,5,2,2.332176,1.734348
2728,11,1991,0,2,0,1,2.725553,1.57284
2105,8,1990,0,1,0,0,2.735766,1.525819
14408,60,1997,0,0,2,2,2.828255,2.195954
11221,45,1994,1,2,0,0,3.529734,0.666955
2833,11,2001,0,0,4,1,2.830409,1.731999
5697,22,2008,1,1,2,0,2.725612,2.101904
15784,65,2013,0,2,2,0,3.484366,0.73456
5745,22,2012,0,5,5,0,2.701576,2.135204
8795,34,2005,0,2,0,2,3.480905,2.787891
8178,32,2002,0,3,4,0,4.305083,1.077748
2062,7,2012,1,1,4,0,3.940631,0.741081
3040,13,1990,0,3,2,2,3.534532,2.416659
33,0,1994,0,4,5,2,2.15007,1.701142
11840,47,2011,1,3,3,0,3.628451,1.378886
16944,70,2015,0,3,3,0,2.879148,2.233922
213,0,2009,1,3,3,2,2.206033,1.824955
11563,46,2013,1,4,0,0,3.493617,4.486722
12975,53,2001,0,1,2,2,2.585114,1.713311
1103,4,1990,1,4,1,0,4.621187,1.35291
909,3,1998,1,3,4,2,2.630749,2.116879
20146,84,2014,1,3,3,0,4.782222,2.011345
6784,26,2014,0,5,5,0,3.902099,4.912332
12856,51,2008,1,5,5,2,2.776403,1.711196
19559,83,1991,0,4,5,0,4.255942,1.438431
8218,32,2006,1,2,0,0,4.375195,1.086132
18566,77,2011,0,1,4,2,3.09972,0.868795
1936,7,2001,1,3,4,0,4.299122,0.737993
7101,28,2008,0,0,4,0,5.01573,2.847781
17603,74,1997,0,1,2,2,3.816166,1.715564
7508,30,1994,0,0,2,2,2.753385,1.956704
18506,77,2006,0,1,2,2,3.125727,0.881982
3156,13,2000,0,2,0,2,4.097776,2.700238
15689,65,2005,0,0,4,0,3.653271,0.708451
6303,24,2011,1,5,5,2,2.960197,1.79532
1550,5,2004,1,2,0,0,3.380487,1.929279
20165,85,1990,0,4,1,0,3.298194,1.026206
18176,76,2002,0,5,5,0,3.982328,1.437574
4060,16,2002,1,3,4,0,4.258413,2.610887
1629,5,2011,0,5,5,0,3.284905,1.950263
14644,61,1997,1,5,1,1,2.829757,0.999185
12885,51,2010,0,0,4,2,2.76109,1.72254
6918,27,2011,0,5,5,2,3.1808,1.098757
4570,18,1993,1,0,2,2,2.771902,1.405625
5906,23,2004,1,5,5,0,3.378682,1.760125
7057,28,2005,1,5,5,0,5.069844,2.866131
19274,80,2015,0,0,4,2,2.818218,2.667951
11331,45,2003,1,0,4,0,3.555692,0.673312
16273,67,2009,1,3,3,2,2.609186,2.019433
11704,47,1999,0,0,2,0,3.891792,1.445168
10269,40,1998,1,1,2,0,3.481261,0.448558
14754,61,2008,1,0,4,1,2.718874,0.887098
14412,60,1997,0,2,0,2,2.828255,2.195954
10267,40,1998,1,5,1,0,3.481261,0.448558
6116,24,1995,0,4,5,2,2.890751,1.920328
6806,27,2001,0,0,4,2,3.160485,1.045939
15845,66,1991,0,1,0,2,2.369771,2.029062
7577,30,2000,0,4,5,2,2.775152,1.840105
1945,7,2002,0,0,4,0,4.279972,0.736535
7293,29,1999,0,2,0,0,4.424647,1.39872
19630,83,1997,0,2,0,0,4.238198,1.55169
4991,19,2010,0,0,4,0,2.795575,2.092609
14355,60,1990,1,3,2,2,2.773502,2.160688
4689,18,2003,1,1,2,2,2.839734,1.427217
1220,4,2000,1,1,2,0,4.803224,1.553826
1230,4,2000,1,3,4,0,4.803224,1.553826
8875,34,2012,1,5,5,2,3.305923,2.707824
17217,72,1992,0,0,2,0,3.724554,0.819173
11147,44,1997,1,0,2,1,3.25723,1.025125
9176,36,2010,0,4,5,0,2.767358,2.199166
1113,4,1991,1,1,0,0,4.671933,1.392997
19682,83,2001,0,0,4,0,4.222042,1.621381
11966,48,2007,0,5,5,2,3.294376,0.761604
502,2,1990,0,3,2,2,3.56918,1.918939
11707,47,2000,1,2,0,0,3.857618,1.445018
1531,5,2002,0,5,5,0,3.425174,1.917046
2882,11,2005,0,3,4,1,2.855411,1.752975
17425,72,2010,1,4,5,0,3.454534,0.904203
4827,18,2014,0,4,0,2,2.895363,1.457502
4959,19,2007,0,1,2,0,2.836804,2.051808
1929,7,2000,1,5,1,0,4.307965,0.739407
16818,70,2003,0,2,0,0,3.217147,2.154691
18226,76,2006,0,1,2,0,3.879094,1.42292
18347,77,1991,0,0,2,2,2.994226,0.830684
13596,55,2006,0,4,5,0,4.111809,1.488421
14643,61,1993,1,3,4,1,2.915946,1.046837
16909,70,2012,0,1,4,0,2.923721,2.220577
11340,45,2004,0,2,0,0,3.558908,0.673556
16958,71,1997,1,4,5,2,3.70284,1.702054
13962,57,2007,1,2,0,0,3.63695,1.428354
10044,39,2005,1,1,2,0,4.166551,0.54049
10851,42,2010,0,5,5,0,3.129768,0.56616
282,1,1994,1,0,2,0,2.552411,2.103513
10775,42,2003,0,3,4,0,3.03731,0.563963
2718,11,1990,0,4,1,1,2.717497,1.542925
3851,15,2009,0,2,0,0,3.918091,1.586395
17049,71,2004,0,5,5,2,3.760944,1.574012
14958,62,2005,1,5,5,0,2.274279,1.971036
5719,22,2010,1,2,2,0,2.711469,2.13104
1708,6,1991,0,4,5,2,2.581908,2.140919
14874,62,1996,1,5,1,0,2.306339,1.897543
12211,49,2007,1,2,0,0,3.36346,1.074834
18571,77,2012,1,1,4,2,3.096663,0.87242
6432,25,1997,1,0,2,1,3.152221,3.194417
14814,62,1991,1,5,1,0,2.252338,1.850918
948,3,2002,1,1,2,2,2.66634,2.013221
17563,74,1992,1,4,5,2,3.715075,1.686619
4650,18,2000,1,5,1,2,2.816173,1.424281
12469,50,2002,0,1,2,2,3.667044,1.216678
2937,11,2010,0,2,2,1,2.839609,1.754348
1420,5,1992,1,2,0,0,3.622927,1.721153
7116,28,2009,1,3,3,0,4.997501,2.839515
19546,83,1990,0,4,1,0,4.264897,1.411711
1846,6,2003,1,5,5,2,2.548794,2.155136
11111,44,1994,1,0,2,1,3.271229,1.029112
1972,7,2004,0,0,4,0,4.216324,0.735749
19721,83,2005,1,2,0,0,4.085993,1.727773
20091,84,2010,1,1,2,0,4.761551,1.998437
6331,24,2013,1,3,3,2,2.965013,1.772735
16360,68,2002,0,4,5,0,2.951102,0.852625
4520,17,2015,1,4,0,2,2.194632,1.760847
17536,73,2006,0,2,0,1,3.513484,1.065066
4999,19,2011,0,4,0,0,2.790946,2.0944
2974,11,2013,0,1,4,1,2.838476,1.761766
9305,37,1995,0,5,1,0,3.58302,1.159994
7482,30,1991,1,0,2,2,2.773673,2.037677
12365,50,1993,1,3,4,2,3.655156,1.307527
6749,26,2011,1,1,4,0,3.982428,5.015845
7087,28,2007,0,2,0,0,5.034262,2.855894
5606,22,2000,1,2,0,0,2.829517,1.891537
4389,17,2004,1,1,2,2,2.425944,1.602937
20398,85,2014,1,3,3,0,3.57016,1.175064
3211,13,2005,1,2,0,2,4.090664,2.687807
1059,3,2013,1,2,2,2,2.726631,1.989049
5434,21,2011,0,1,4,0,3.279798,1.112423
14346,60,1990,1,0,2,2,2.773502,2.160688
15782,65,2013,0,1,4,0,3.484366,0.73456
6490,25,2001,1,3,4,1,3.099898,3.119571
17403,72,2008,1,1,2,0,3.416201,0.882636
11497,46,2006,1,1,2,0,3.573916,4.416798
6336,24,2014,1,5,5,2,2.967176,1.75853
2688,10,2014,1,5,5,0,4.110472,1.452881
3861,15,2010,1,1,2,0,3.911885,1.589404
492,2,1990,1,4,1,2,3.56918,1.918939
6297,24,2010,0,2,2,2,2.959062,1.803276
4627,18,1998,1,1,2,2,2.801895,1.41924
15396,64,1995,1,5,1,0,2.837766,2.114897
10904,42,2014,1,3,3,0,3.227353,0.573932
12851,51,2007,0,2,0,2,2.785756,1.703158
6532,25,2005,0,0,4,1,3.058823,2.920276
87,0,1999,1,2,0,2,2.188802,1.658553
8147,32,2000,1,1,2,0,4.235863,1.076459
