,country,year,sex,age,generation,incomelevel,depression,alcohol
17091,71,2008,1,2,0,2,3.725575,1.630654
16224,67,2005,1,1,2,2,2.65594,1.961927
14398,60,1996,0,1,2,2,2.824819,2.194569
18977,80,1990,1,0,2,2,2.9136,2.348821
16422,68,2008,1,2,0,0,2.910089,0.857044
3921,16,1991,1,1,0,0,4.401109,2.221128
14981,62,2007,1,4,5,0,2.276089,1.98779
11877,47,2015,1,5,5,0,3.615115,1.363452
15296,63,2011,1,1,4,0,4.7539,1.294469
12524,50,2007,1,2,0,2,3.592954,1.237363
18514,77,2007,1,0,4,2,3.120784,0.875481
1169,4,1995,0,5,1,0,4.804053,1.50631
9499,37,2011,0,2,2,0,3.36087,1.210316
2478,10,1995,1,0,2,0,3.637369,1.449455
6888,27,2008,1,4,5,2,3.172747,1.077975
2191,8,2001,1,3,4,0,2.712217,1.57895
10284,40,1999,0,5,1,0,3.466312,0.44936
13006,53,2003,1,2,0,2,2.585842,1.744762
1077,3,2014,1,3,3,2,2.734193,1.985974
12836,51,2006,1,0,4,2,2.7925,1.695729
15806,65,2015,0,2,2,0,3.478406,0.734206
5782,22,2015,0,0,4,0,2.685547,2.122513
14388,60,1995,0,3,4,2,2.821082,2.192437
9153,36,2007,0,0,4,0,2.813205,2.243461
6750,26,2011,1,0,4,0,3.982428,5.015845
5022,19,2013,0,4,0,0,2.782145,2.096025
11546,46,2011,1,0,4,0,3.498914,4.496109
15406,64,1995,0,3,4,0,2.837766,2.114897
10683,42,1995,0,5,1,0,3.06158,0.561059
13036,53,2006,0,4,5,2,2.585826,1.788776
5457,21,2013,0,0,4,0,3.286091,1.113681
13696,56,2011,1,1,4,1,2.863188,2.079141
3770,15,2002,0,0,4,0,4.085414,1.560563
19474,82,2005,1,0,4,0,2.969513,0.760163
6985,28,1998,0,0,2,0,5.419043,2.786062
7655,30,2009,0,3,3,2,2.783439,2.014391
17959,75,2005,1,1,2,0,4.552112,1.694843
5965,23,2009,1,4,5,0,3.283858,1.798877
331,1,2000,0,5,1,0,2.569818,2.075796
12282,49,2012,1,3,3,0,3.327814,1.1067
15338,64,1990,1,4,1,0,2.798972,2.080441
2341,9,1990,0,4,1,2,3.998476,4.795118
14379,60,1994,0,3,4,2,2.813845,2.188783
20402,85,2015,1,2,2,0,3.585183,1.182338
9404,37,2003,0,5,5,0,3.458468,1.181182
15107,63,1991,0,0,2,0,4.729642,1.164669
12969,53,2000,1,1,2,2,2.585217,1.706993
9586,38,1992,1,2,0,0,4.194804,1.743069
3523,14,2006,0,2,0,2,2.608345,1.779412
19803,83,2011,1,3,3,0,4.12623,1.913856
18183,76,2002,0,1,2,0,3.982328,1.437574
5350,21,2004,1,0,4,0,3.327539,1.064651
18595,77,2014,1,5,5,2,3.089677,0.884054
6984,28,1998,0,5,1,0,5.419043,2.786062
10548,41,2003,0,4,5,2,2.561818,1.365131
12353,50,1992,0,3,4,2,3.653775,1.313857
12197,49,2005,1,0,4,0,3.389502,1.058431
13212,54,2001,1,0,4,0,4.080509,0.801701
18636,78,1990,0,1,0,0,3.433301,1.605973
4848,19,1996,1,3,4,0,3.110432,1.995769
4721,18,2005,0,5,5,2,2.852831,1.429179
20664,86,2014,1,1,4,1,2.884324,1.933014
10188,40,1991,0,4,5,0,3.715023,0.454951
8940,35,1991,1,3,4,2,3.730154,1.826493
5692,22,2007,0,0,4,0,2.736033,2.078115
323,1,1999,1,5,1,0,2.565848,2.080039
12423,50,1998,1,3,4,2,3.681982,1.252934
15699,65,2006,1,4,5,0,3.626432,0.711776
17298,72,1999,1,0,2,0,3.489747,0.83252
16054,66,2009,1,5,5,2,2.332176,1.734348
12327,50,1990,0,3,2,2,3.650597,1.32484
14656,61,1998,1,5,1,1,2.794866,0.983473
1105,4,1990,0,5,1,0,4.621187,1.35291
14842,62,1993,0,2,0,0,2.280377,1.877198
10166,39,2015,0,1,4,0,3.92133,0.503205
19807,83,2012,1,4,0,0,4.126116,1.917394
4758,18,2009,1,1,2,2,2.877157,1.444609
4068,16,2003,0,1,2,0,4.245994,2.610772
12441,50,2000,1,0,2,2,3.686279,1.228102
11612,47,1991,1,0,2,0,4.048632,1.43592
13082,54,1990,0,1,0,0,4.074103,0.764667
1221,4,2000,1,5,1,0,4.803224,1.553826
11280,45,1999,1,2,0,0,3.542158,0.671053
1680,5,2015,1,3,3,0,3.264032,1.883372
11047,43,2013,0,1,4,2,3.520886,3.583238
16580,69,1996,1,2,0,0,3.982002,0.485167
828,3,1992,1,2,0,2,2.622601,2.16894
10688,42,1995,0,2,0,0,3.06158,0.561059
19188,80,2008,1,0,4,2,2.846388,2.824629
252,1,1992,0,0,2,0,2.563626,2.098263
9629,38,1995,1,3,4,0,4.231725,1.801893
18703,78,1996,0,5,1,0,3.452817,1.524007
11160,44,1998,1,3,4,1,3.24592,1.023878
1939,7,2001,0,4,5,0,4.299122,0.737993
15433,64,1998,1,2,0,0,2.801982,2.045804
10731,42,1999,0,1,2,0,2.993176,0.568627
18732,78,1998,1,3,4,0,3.415368,1.545431
12981,53,2001,1,1,2,2,2.585114,1.713311
3784,15,2003,1,3,4,0,4.046825,1.565579
175,0,2006,1,1,2,2,2.222417,1.737167
3036,13,1990,0,2,5,2,3.534532,2.416659
13097,54,1991,0,3,4,0,4.119896,0.775719
18927,79,2012,1,1,4,2,3.750356,0.77384
326,1,2000,0,0,2,0,2.569818,2.075796
12620,50,2015,1,0,4,2,3.495053,1.299377
3870,15,2011,1,2,2,0,3.913974,1.59254
5454,21,2013,1,2,2,0,3.286091,1.113681
20035,84,2005,0,1,2,0,4.791258,2.070251
6608,25,2011,0,3,3,1,3.027701,2.758677
8823,34,2007,1,3,3,2,3.438977,2.755606
3928,16,1991,0,3,4,0,4.401109,2.221128
17499,73,1996,0,5,1,1,3.844468,1.093025
19041,80,1995,0,2,0,2,2.917409,2.497426
6071,24,1991,1,3,4,2,2.867432,1.981093
15484,64,2002,1,0,4,0,2.769536,1.918719
1736,6,1993,0,3,4,2,2.553306,2.175183
124,0,2002,1,0,4,2,2.208921,1.670158
7134,28,2011,0,4,0,0,4.961094,2.820935
3037,13,1990,0,0,2,2,3.534532,2.416659
4600,18,1995,0,3,4,2,2.777762,1.409576
15234,63,2002,0,2,0,0,4.71645,1.284094
14421,60,1998,0,0,2,2,2.830085,2.197235
9748,38,2005,1,5,5,0,4.368399,1.916862
18859,78,2009,0,1,2,0,3.345057,1.726114
2432,10,1991,1,2,0,0,3.627543,1.403034
7766,31,1993,1,0,2,0,3.920866,2.149036
5661,22,2005,1,2,0,0,2.757636,2.035478
13403,55,1990,0,0,2,0,4.150928,1.661746
11937,48,2004,0,1,2,2,3.355397,0.74257
13920,57,2003,0,0,4,0,3.684437,1.505516
19011,80,1993,1,1,0,2,2.920778,2.440607
3843,15,2008,0,5,5,0,3.932311,1.58323
14097,58,2014,0,2,2,0,3.402352,0.692664
6186,24,2001,0,1,2,2,2.919484,1.862297
8838,34,2009,1,4,5,2,3.374171,2.734925
10779,42,2004,1,1,2,0,3.056779,0.561681
1739,6,1994,1,5,1,2,2.545511,2.184191
13145,54,1995,0,3,4,0,4.206622,0.804867
10880,42,2012,1,3,3,0,3.168773,0.569262
4820,18,2014,1,1,4,2,2.895363,1.457502
788,2,2014,0,3,3,2,3.654178,1.82308
9625,38,1995,0,2,0,0,4.231725,1.801893
2496,10,1996,0,3,4,0,3.651726,1.456045
10501,41,1991,0,5,1,2,2.568978,1.368381
19421,81,2010,0,0,4,1,4.166986,4.988823
14013,57,2011,0,2,2,0,3.589313,1.431651
19712,83,2004,1,4,5,0,4.10606,1.701301
12826,51,2005,0,1,2,2,2.793921,1.690616
7265,29,1996,0,3,4,0,4.472545,1.377426
11953,48,2005,0,5,5,2,3.337087,0.744852
3119,13,1997,0,2,0,2,3.746093,2.564113
7076,28,2006,0,1,2,0,5.052651,2.862381
18704,78,1996,0,4,5,0,3.452817,1.524007
5061,20,1992,1,2,0,2,4.113188,1.554654
10039,39,2005,1,5,5,0,4.166551,0.54049
15407,64,1995,1,3,4,0,2.837766,2.114897
13165,54,1997,0,2,0,0,4.175035,0.810089
5174,20,2002,1,3,4,2,3.667606,1.645046
14585,60,2012,1,0,4,2,2.935353,2.324387
5810,23,1995,0,4,5,0,3.83155,1.579173
12019,49,1991,1,0,2,0,3.458078,1.039734
10637,42,1990,0,3,2,0,3.062597,0.552453
16632,69,2000,0,3,4,0,3.894925,0.491085
20648,86,2012,0,4,0,1,2.884506,1.971242
3653,15,1992,0,3,4,0,4.105661,1.510788
4248,17,1992,0,1,0,2,2.293496,1.443448
17801,75,1991,1,3,4,0,4.68566,1.913882
13466,55,1995,1,3,4,0,4.182653,1.691259
9654,38,1997,0,3,4,0,4.265165,1.832005
8045,32,1991,0,0,2,0,4.030599,1.047666
10025,39,2003,1,3,4,0,4.196425,0.544431
5542,22,1994,0,5,1,0,2.936757,1.880429
15913,66,1997,1,0,2,2,2.36655,1.986891
18354,77,1992,1,1,0,2,3.005804,0.84454
14372,60,1994,1,0,2,2,2.813845,2.188783
8333,32,2015,0,0,4,0,4.231759,1.131753
8684,34,1996,1,0,2,2,3.353594,3.259755
15041,62,2012,1,2,2,0,2.277805,2.021369
10280,40,1999,1,4,5,0,3.466312,0.44936
5868,23,2000,0,2,0,0,3.521807,1.69876
19826,83,2013,0,0,4,0,4.125825,1.918905
6914,27,2011,0,0,4,2,3.1808,1.098757
17338,72,2002,1,3,4,0,3.422318,0.836221
19802,83,2011,0,5,5,0,4.12623,1.913856
15000,62,2008,0,0,4,0,2.279985,1.998884
15961,66,2001,1,0,4,2,2.351199,1.857539
15865,66,1993,0,5,1,2,2.371618,2.04127
14817,62,1991,0,4,5,0,2.252338,1.850918
12890,51,2010,0,3,3,2,2.76109,1.72254
14545,60,2008,0,5,5,2,2.909553,2.281606
20100,84,2011,1,5,5,0,4.762322,1.999569
16623,69,2000,0,5,1,0,3.894925,0.491085
10133,39,2012,1,3,3,0,4.028824,0.512261
4077,16,2004,1,2,0,0,4.232783,2.607967
6780,26,2014,1,4,0,0,3.902099,4.912332
16311,67,2013,1,1,4,2,2.586581,2.030232
6882,27,2007,0,5,5,2,3.168357,1.064304
16784,69,2014,1,1,4,0,3.421481,0.479608
6258,24,2007,0,1,2,2,2.959376,1.817016
19707,83,2003,0,3,4,0,4.143342,1.67351
17022,71,2002,0,0,4,2,3.724658,1.598237
13045,53,2007,1,2,0,2,2.587538,1.806875
4398,17,2005,1,5,5,2,2.429338,1.602384
16695,69,2006,0,1,2,0,3.472043,0.468699
2459,10,1993,0,2,0,0,3.62928,1.430756
16090,66,2012,1,2,2,2,2.334267,1.7142
18601,77,2014,0,2,2,2,3.089677,0.884054
13164,54,1997,0,4,5,0,4.175035,0.810089
7823,31,1998,0,1,2,0,3.827479,2.16656
20139,84,2014,1,1,4,0,4.782222,2.011345
13874,57,1999,0,3,4,0,3.738417,1.669055
9599,38,1993,1,5,1,0,4.210405,1.764858
2587,10,2005,1,1,2,0,3.968705,1.466283
19794,83,2011,1,1,4,0,4.12623,1.913856
4397,17,2004,0,3,4,2,2.425944,1.602937
4168,16,2011,0,3,3,0,4.019435,2.450119
18286,76,2012,1,4,0,0,3.755501,1.382011
6718,26,2008,0,5,5,0,4.098571,4.990515
4945,19,2006,1,0,4,0,2.857598,2.033551
9884,39,1992,1,4,5,0,4.088545,0.547255
7040,28,2003,0,5,5,0,5.164113,2.87308
17891,75,1999,0,4,5,0,4.57244,1.732275
11821,47,2010,1,1,2,0,3.634747,1.381121
16715,69,2008,0,4,5,0,3.434851,0.470369
3397,14,1995,0,5,1,2,2.793179,1.859693
15305,63,2012,1,4,0,0,4.718802,1.291525
11471,46,2003,1,0,4,0,3.685693,4.480427
15683,65,2004,1,5,5,0,3.672239,0.707873
13181,54,1998,0,3,4,0,4.14939,0.81184
7185,28,2015,0,5,5,0,4.857565,2.70387
18554,77,2010,0,1,2,2,3.10254,0.866558
17264,72,1996,0,1,2,0,3.59628,0.821655
5852,23,1999,1,2,0,0,3.577602,1.678815
17972,75,2006,1,0,4,0,4.553118,1.716299
9552,37,2016,1,0,4,0,3.360144,1.240083
15285,63,2010,0,5,5,0,4.774924,1.296311
5733,22,2011,1,0,4,0,2.706139,2.134149
16596,69,1997,0,0,2,0,3.965194,0.487013
690,2,2006,0,1,2,2,3.653175,2.196387
6787,26,2014,0,4,0,0,3.902099,4.912332
17061,71,2005,0,2,0,2,3.767504,1.568058
5481,21,2015,0,0,4,0,3.302054,1.113303
8440,33,2002,1,3,4,2,2.805102,1.648756
1740,6,1994,1,2,0,2,2.545511,2.184191
12352,50,1992,0,4,5,2,3.653775,1.313857
15350,64,1991,1,2,0,0,2.813477,2.097476
17600,74,1997,1,0,2,2,3.816166,1.715564
14,0,1993,1,5,1,2,2.145263,1.703585
8543,33,2011,0,4,0,2,2.778754,1.713354
16903,70,2012,1,2,2,0,2.923721,2.220577
16259,67,2008,1,0,4,2,2.619175,2.006558
5645,22,2003,0,4,5,0,2.784097,1.978027
13433,55,1993,1,1,0,0,4.176687,1.68813
2177,8,2000,0,5,1,0,2.71081,1.57927
5668,22,2005,0,1,2,0,2.757636,2.035478
6895,27,2008,1,3,3,2,3.172747,1.077975
1399,4,2015,1,3,3,0,4.696774,1.510434
7807,31,1997,0,5,1,0,3.857159,2.159982
15715,65,2007,0,3,3,0,3.591513,0.717358
1279,4,2004,0,3,4,0,4.920486,1.460324
19315,81,1993,0,2,0,1,4.410799,5.183603
6383,25,1992,1,1,0,1,3.152032,3.225143
7847,31,2000,1,3,4,0,3.79665,2.16654
13473,55,1996,0,0,2,0,4.178982,1.666973
2321,8,2012,1,2,2,0,2.746834,1.5954
1766,6,1996,1,1,2,2,2.540409,2.182981
11662,47,1996,1,4,5,0,4.003737,1.43708
9474,37,2009,0,0,4,0,3.360182,1.208499
3141,13,1999,1,0,2,2,4.034842,2.670994
9326,37,1997,1,5,1,0,3.560435,1.166283
4814,18,2013,1,3,3,2,2.891387,1.453982
13386,54,2016,1,5,5,0,4.028952,0.76508
3309,13,2013,1,0,4,2,3.371926,2.70413
10692,42,1995,0,3,4,0,3.06158,0.561059
2673,10,2012,0,0,4,0,4.106356,1.447709
1265,4,2003,0,5,5,0,4.892317,1.486347
19241,80,2012,1,4,0,2,2.822861,2.840319
9826,38,2012,1,0,4,0,4.328853,2.13032
10612,41,2010,1,0,4,2,2.556094,1.45003
9512,37,2012,0,3,3,0,3.361724,1.213379
1419,5,1991,0,3,4,0,3.615811,1.71456
17578,74,1995,1,4,5,2,3.786442,1.707357
4027,16,2000,1,4,5,0,4.283824,2.600849
14266,59,2009,0,4,5,2,2.654011,1.394363
177,0,2006,1,3,4,2,2.222417,1.737167
15140,63,1994,0,2,0,0,4.690671,1.180769
12113,49,1998,1,3,4,0,3.405387,1.050686
15533,64,2006,0,2,0,0,2.757174,1.809716
10457,40,2013,1,3,3,0,3.454904,0.466905
9209,36,2013,0,0,4,0,2.752576,2.16241
10241,40,1995,1,3,4,0,3.530343,0.44694
19843,83,2015,1,4,0,0,4.124435,1.914363
8109,32,1997,1,1,2,0,4.051676,1.066425
8238,32,2007,1,3,3,0,4.367724,1.100345
482,1,2015,0,1,4,0,2.54375,2.142253
7981,31,2012,1,0,4,0,3.930375,2.042078
15065,62,2014,1,2,2,0,2.268372,2.030482
9987,39,2000,0,2,0,0,4.229199,0.54849
15555,64,2008,1,1,2,0,2.738188,1.777734
10906,42,2015,1,5,5,0,3.262431,0.57671
17130,71,2011,0,5,5,2,3.699571,1.658581
41,0,1995,1,5,1,2,2.154413,1.69912
3027,12,2014,1,3,3,2,2.325415,2.845401
3909,16,1990,1,1,0,0,4.401565,2.204169
8505,33,2008,0,3,3,2,2.794045,1.689027
15102,63,1991,0,5,1,0,4.729642,1.164669
17350,72,2003,1,3,4,0,3.395532,0.836631
3074,13,1993,0,1,0,2,3.537037,2.447223
7541,30,1997,0,5,1,2,2.757046,1.893981
12061,49,1994,0,0,2,0,3.421655,1.041001
4784,18,2011,1,2,2,2,2.885282,1.448878
13692,56,2010,0,4,5,1,2.865712,2.080863
10719,42,1998,1,0,2,0,3.01007,0.566897
18030,75,2011,1,2,2,0,4.548765,1.850604
15208,63,2000,1,1,2,0,4.663838,1.270691
4831,19,1995,0,5,1,0,3.124961,2.010082
17494,72,2015,1,3,3,0,3.506859,0.895117
14877,62,1996,0,4,5,0,2.306339,1.897543
14165,59,2001,1,1,2,2,2.66913,1.32934
14569,60,2010,0,1,2,2,2.923385,2.306251
15310,63,2012,1,0,4,0,4.718802,1.291525
13141,54,1995,0,2,0,0,4.206622,0.804867
7445,29,2013,0,5,5,0,4.32967,1.482519
15758,65,2011,1,1,4,0,3.49216,0.734531
5435,21,2011,0,3,3,0,3.279798,1.112423
7010,28,2001,1,1,2,0,5.298701,2.869149
6306,24,2011,0,1,4,2,2.960197,1.79532
15385,64,1994,1,2,0,0,2.836966,2.115659
15789,65,2013,1,4,0,0,3.484366,0.73456
4073,16,2003,0,3,4,0,4.245994,2.610772
1524,5,2001,0,0,4,0,3.448805,1.909184
13290,54,2008,1,5,5,0,4.038992,0.721772
10487,41,1990,0,2,5,2,2.578595,1.369656
10638,42,1991,0,5,1,0,3.064306,0.554292
15654,65,1995,1,0,2,0,3.694272,0.726144
14101,58,2014,1,0,4,0,3.402352,0.692664
17695,74,2005,1,5,5,2,3.944593,1.75035
19898,84,1994,1,4,5,0,4.649294,2.058632
13289,54,2007,0,3,3,0,4.042501,0.721191
20433,86,1991,1,3,4,1,2.954978,2.333212
13870,57,1999,0,0,2,0,3.738417,1.669055
284,1,1994,1,2,0,0,2.552411,2.103513
18022,75,2010,0,2,2,0,4.554698,1.855075
13396,55,1990,1,0,2,0,4.150928,1.661746
1933,7,2001,1,0,4,0,4.299122,0.737993
14498,60,2004,1,3,4,2,2.879062,2.235735
1790,6,1998,0,4,5,2,2.543924,2.159798
6016,23,2013,1,1,4,0,3.275889,1.781913
6828,27,2003,0,1,2,2,3.161375,1.045707
165,0,2005,1,3,4,2,2.223407,1.716585
6616,25,2012,0,0,4,1,3.026992,2.738557
7919,31,2007,1,1,2,0,3.931454,2.004104
4199,16,2014,0,2,2,0,4.02991,2.441051
7755,31,1992,1,0,2,0,3.930588,2.146702
15202,63,1999,0,3,4,0,4.663462,1.257797
9778,38,2008,1,4,5,0,4.35549,2.066202
1178,4,1996,0,1,2,0,4.810794,1.519423
3415,14,1996,0,0,2,2,2.788651,1.848767
6993,28,1999,0,1,2,0,5.380097,2.828231
19387,81,2007,0,2,0,1,4.316905,4.947065
14039,57,2013,0,1,4,0,3.619685,1.429126
18522,77,2008,1,1,2,2,3.115786,0.870122
20507,86,1998,1,2,0,1,2.950726,2.375189
11289,45,1999,1,5,1,0,3.542158,0.671053
14641,61,1993,0,2,0,1,2.915946,1.046837
16955,71,1996,0,1,2,2,3.708842,1.725429
6161,24,1999,0,0,2,2,2.910579,1.880847
19169,80,2006,0,0,4,2,2.869573,2.750951
11353,45,2005,0,0,4,0,3.564094,0.673595
6044,23,2015,0,1,4,0,3.281306,1.760998
10314,40,2001,0,3,4,0,3.449578,0.450155
19680,83,2001,0,5,5,0,4.222042,1.621381
14094,58,2014,1,2,2,0,3.402352,0.692664
17506,73,2001,0,1,2,1,3.620192,1.109213
5397,21,2008,0,4,5,0,3.296471,1.094935
2979,11,2013,1,3,3,1,2.838476,1.761766
13832,57,1996,1,2,0,0,3.948518,1.695924
5389,21,2007,1,3,3,0,3.310162,1.081861
10347,40,2004,0,1,2,0,3.403169,0.450926
16582,69,1996,1,0,2,0,3.982002,0.485167
17097,71,2008,0,5,5,2,3.725575,1.630654
2372,9,2007,0,3,3,2,4.150033,5.39758
16249,67,2007,0,1,2,2,2.631312,1.990449
3065,13,1993,1,5,1,2,3.537037,2.447223
5644,22,2003,0,2,0,0,2.784097,1.978027
6979,28,1998,1,4,5,0,5.419043,2.786062
9500,37,2011,0,3,3,0,3.36087,1.210316
541,2,1994,1,1,0,2,3.606913,2.246206
4701,18,2004,1,0,4,2,2.847832,1.428057
11065,43,2015,1,1,4,2,3.515736,3.512509
13423,55,1992,1,5,1,0,4.170798,1.683077
8716,34,1999,1,5,1,2,3.466129,3.104749
3166,13,2001,0,2,0,2,4.106735,2.707953
17281,72,1998,1,4,5,0,3.525654,0.829022
7230,29,1993,0,0,2,0,4.505929,1.377867
14214,59,2005,1,0,4,2,2.677582,1.332072
569,2,1996,0,2,0,2,3.62656,2.268023
15713,65,2007,0,0,4,0,3.591513,0.717358
9277,37,1993,1,0,2,0,3.590585,1.16189
12784,51,2002,1,5,5,2,2.773452,1.701001
19002,80,1992,1,4,5,2,2.917563,2.410109
6446,25,1998,0,0,2,1,3.138971,3.180736
14210,59,2004,0,4,5,2,2.676213,1.329247
14597,60,2013,1,0,4,2,2.941107,2.335267
6270,24,2008,0,1,2,2,2.958661,1.813414
7491,30,1992,1,1,0,2,2.765139,2.008119
7315,29,2001,0,2,0,0,4.393213,1.408721
20012,84,2003,0,5,5,0,4.78168,2.059815
6121,24,1996,1,5,1,2,2.894682,1.910478
13637,55,2010,1,1,2,0,3.9871,1.77714
5265,20,2011,1,1,4,2,3.348778,1.717483
15378,64,1993,0,4,5,0,2.832339,2.113811
14015,57,2011,0,1,4,0,3.589313,1.431651
5846,23,1998,0,1,2,0,3.652859,1.653641
18553,77,2010,0,2,2,2,3.10254,0.866558
7654,30,2009,0,1,2,2,2.783439,2.014391
4059,16,2002,0,4,5,0,4.258413,2.610887
5111,20,1997,1,2,0,2,3.982043,1.604791
4552,18,1991,0,4,5,2,2.770385,1.403366
8318,32,2014,0,4,0,0,4.252704,1.133881
20261,85,2001,1,0,4,0,3.42275,1.014303
15361,64,1992,1,4,5,0,2.823392,2.108158
14519,60,2006,0,2,0,2,2.894314,2.25271
18454,77,2002,1,0,4,2,3.109344,0.924777
3749,15,2000,0,3,4,0,4.131314,1.551039
4789,18,2011,0,2,2,2,2.885282,1.448878
837,3,1992,1,3,4,2,2.622601,2.16894
14474,60,2002,1,3,4,2,2.854846,2.215729
19791,83,2010,0,3,3,0,4.126807,1.908482
12821,51,2005,1,1,2,2,2.793921,1.690616
14329,59,2014,0,1,4,2,2.660793,1.409774
9905,39,1993,0,3,4,0,4.123589,0.547353
8525,33,2009,1,5,5,2,2.785947,1.699565
7075,28,2006,0,4,5,0,5.052651,2.862381
16517,69,1990,1,4,1,0,3.926732,0.478385
19288,81,1990,0,2,5,1,4.356022,5.01917
8563,33,2013,0,1,4,2,2.77609,1.725146
1814,6,2000,1,2,0,2,2.545851,2.147462
4672,18,2001,0,3,4,2,2.822984,1.425542
20174,85,1993,1,0,2,0,3.296074,0.999537
6097,24,1994,1,1,0,2,2.883428,1.931684
15591,64,2011,1,1,4,0,2.725602,1.740142
8076,32,1994,1,0,2,0,3.976716,1.05654
5566,22,1996,1,0,2,0,2.914712,1.886854
15507,64,2004,1,4,5,0,2.765808,1.852428
3849,15,2009,1,1,2,0,3.918091,1.586395
4270,17,1994,1,2,0,2,2.316248,1.480987
11407,45,2009,1,3,3,0,3.537446,0.683953
14886,62,1999,1,5,1,0,2.323037,1.905621
1215,4,1999,0,0,2,0,4.796896,1.550707
4385,17,2003,1,3,4,2,2.420838,1.6076
1111,4,1990,0,3,2,0,4.621187,1.35291
20335,85,2008,1,2,0,0,3.505361,1.092824
4376,17,2003,1,1,2,2,2.420838,1.6076
18166,76,2001,0,5,5,0,4.010965,1.438858
11244,45,1996,1,1,2,0,3.527299,0.668666
8262,32,2009,0,3,3,0,4.339084,1.130703
16410,68,2006,1,3,4,0,2.929147,0.851636
11058,43,2014,0,1,4,2,3.519001,3.55546
12322,50,1990,0,0,2,2,3.650597,1.32484
11313,45,2001,1,5,5,0,3.550267,0.672394
3315,13,2013,1,3,3,2,3.371926,2.70413
16055,66,2009,1,2,0,2,2.332176,1.734348
7122,28,2010,0,1,2,0,4.981612,2.831877
18129,76,1997,1,3,4,0,4.139134,1.449761
11123,44,1995,1,0,2,1,3.269665,1.027777
2926,11,2009,0,1,2,1,2.841534,1.753958
593,2,1998,0,0,2,2,3.643306,2.267221
14084,58,2010,0,0,4,0,3.448564,0.679011
7781,31,1994,1,3,4,0,3.909669,2.150613
16168,67,2000,1,2,0,2,2.727369,1.87381
10792,42,2005,1,0,4,0,3.071846,0.560731
15220,63,2001,0,5,5,0,4.680431,1.278205
12623,50,2015,1,4,0,2,3.495053,1.299377
8908,34,2015,1,0,4,2,3.249042,2.670481
12857,51,2008,1,1,2,2,2.776403,1.711196
9924,39,1995,1,1,2,0,4.171746,0.547461
11949,48,2005,0,1,2,2,3.337087,0.744852
17669,74,2003,1,5,5,2,3.90827,1.741542
20003,84,2002,0,3,4,0,4.778244,2.05148
4630,18,1998,1,0,2,2,2.801895,1.41924
18806,78,2005,1,2,0,0,3.332246,1.650006
334,1,2000,1,3,4,0,2.569818,2.075796
16511,68,2015,0,2,2,0,2.885492,0.858818
6359,24,2015,0,3,3,2,2.970413,1.742634
10002,39,2001,1,3,4,0,4.223129,0.547597
3990,16,1997,1,5,1,0,4.336719,2.432906
7675,30,2011,0,1,4,2,2.786203,2.040247
15240,63,2003,1,2,0,0,4.759833,1.288625
12918,51,2013,1,0,4,2,2.761886,1.728491
19572,83,1992,0,2,0,0,4.248149,1.463424
17485,72,2015,1,4,0,0,3.506859,0.895117
6434,25,1997,0,0,2,1,3.152221,3.194417
13811,57,1994,0,1,0,0,3.974874,1.731578
4778,18,2010,0,4,5,2,2.882125,1.447222
5890,23,2002,0,2,0,0,3.441738,1.731692
19832,83,2014,1,5,5,0,4.125316,1.918018
1250,4,2002,0,1,2,0,4.854392,1.517321
19126,80,2002,1,3,4,2,2.886916,2.683479
11907,48,2001,1,2,0,2,3.399362,0.738391
18516,77,2007,0,4,5,2,3.120784,0.875481
18871,78,2010,0,2,2,0,3.347788,1.733777
6547,25,2006,0,4,5,1,3.05103,2.887121
13278,54,2007,1,5,5,0,4.042501,0.721191
12489,50,2004,1,5,5,2,3.639739,1.212784
2759,11,1995,1,2,0,1,2.765625,1.665614
6008,23,2012,0,1,4,0,3.275031,1.789299
7317,29,2001,0,1,2,0,4.393213,1.408721
2475,10,1995,1,2,0,0,3.637369,1.449455
4904,19,2002,0,4,5,0,2.942722,1.949005
14834,62,1992,1,3,4,0,2.267182,1.86491
6917,27,2011,0,3,3,2,3.1808,1.098757
12038,49,1992,0,0,2,0,3.443676,1.039935
18543,77,2009,0,0,4,2,3.109989,0.86686
15174,63,1997,1,0,2,0,4.667101,1.217821
10011,39,2002,0,0,4,0,4.212075,0.546142
9136,36,2005,1,3,4,0,2.855418,2.267669
14650,61,1997,0,1,2,1,2.829757,0.999185
9890,39,1992,0,1,0,0,4.088545,0.547255
16040,66,2007,0,3,3,2,2.339504,1.764712
13186,54,1999,0,5,1,0,4.121637,0.812405
14457,60,2001,1,2,0,2,2.843599,2.207012
12288,49,2013,1,3,3,0,3.333244,1.107984
8025,32,1990,1,4,1,0,4.077248,1.045123
16491,68,2013,1,3,3,0,2.889817,0.860742
17185,72,1990,1,4,1,0,3.858486,0.821985
12450,50,2000,1,3,4,2,3.686279,1.228102
3629,15,1990,0,3,2,0,4.089515,1.52905
2825,11,2000,0,4,5,1,2.824197,1.725228
19393,81,2008,1,2,0,1,4.255071,4.966454
19962,84,1999,0,1,2,0,4.749991,2.034175
479,1,2014,1,5,5,0,2.539623,2.134396
10769,42,2003,0,5,5,0,3.03731,0.563963
16533,69,1991,0,0,2,0,3.95624,0.479715
18312,76,2014,1,0,4,0,3.731711,1.3792
3448,14,1999,0,0,2,2,2.740295,1.786741
19788,83,2010,0,1,2,0,4.126807,1.908482
10402,40,2009,1,1,2,0,3.447503,0.465679
