,suicides_per_100k
17257,4.66
9268,13.71
19330,0.0
12459,0.0
5401,1.89
1515,5.39
806,2.41
15360,9.81
14966,21.92
3935,11.74
7855,25.27
16438,37.72
16860,10.82
11872,2.27
15298,0.38
11884,1.61
17645,6.3
17516,0.22
6970,5.15
2804,7.62
9306,9.03
18662,0.0
13458,1.37
5684,12.93
14050,5.92
16910,8.52
17027,14.05
20989,13.03
23808,6.92
19568,0.0
7491,12.45
3481,0.0
15916,13.65
4422,0.3
3426,8.55
12432,0.0
21334,0.62
19627,0.0
4150,17.15
1326,0.0
17420,1.48
6458,15.38
2077,0.24
11304,16.98
3888,10.36
7407,12.38
5393,0.81
14268,0.0
17179,1.62
10146,0.4
19204,9.71
12300,3.93
2933,6.47
20635,0.41
13115,0.0
1274,12.8
17142,0.19
12297,12.08
11013,5.21
18759,3.75
20207,20.65
20231,10.08
19355,20.29
7425,2.72
21529,16.37
6708,32.34
18952,2.07
14425,0.0
15133,6.68
18852,7.04
21241,39.08
20074,0.49
15322,0.56
16878,1.62
5177,0.3
22548,0.96
9250,2.94
2956,9.4
13647,21.83
21887,0.53
8807,2.38
11741,0.35
16512,22.66
4906,10.93
7638,3.81
8476,0.62
4328,5.16
12755,0.94
3174,34.65
24026,2.08
23212,0.94
16722,6.45
3577,10.38
17688,32.88
15395,14.24
3877,9.87
972,2.03
7458,4.52
20119,0.0
5850,18.95
17975,4.5
8228,13.02
3599,0.0
20708,0.15
15966,8.97
3037,10.48
16031,38.6
8587,0.25
11860,1.23
4833,13.6
13650,5.51
809,38.25
13786,7.75
10821,32.94
21799,22.0
177,3.06
2728,0.0
16174,34.83
22572,1.44
4895,2.89
446,0.0
7844,0.0
3880,2.72
5380,1.21
21824,11.73
3446,0.0
11909,0.41
615,7.27
19189,9.93
13792,17.07
17619,7.68
4485,26.89
11628,11.23
1559,21.54
21703,17.01
15908,6.44
8443,0.87
21863,0.49
24566,12.4
1942,6.83
3093,5.42
22769,31.89
13421,1.1
18307,1.57
19082,28.57
21411,12.27
6775,30.63
21196,41.54
23956,3.61
2330,0.0
18472,3.12
4686,26.72
12165,11.46
16311,13.21
19404,0.0
348,0.0
11150,18.55
13727,1.79
17640,32.3
10880,7.43
23257,0.0
23200,1.01
1433,1.41
21598,34.87
7314,4.48
16681,20.18
11349,25.38
3068,17.32
13702,0.0
1667,15.44
17360,0.72
20887,0.28
10344,6.7
20277,0.0
18511,0.8
396,0.0
14244,0.0
8752,0.31
6759,2.48
5950,23.13
9216,0.23
18484,2.34
11279,14.75
2866,9.35
15330,1.35
24369,4.71
3177,18.65
5740,0.25
20089,6.69
2217,2.58
4127,18.71
326,0.0
19173,11.04
7152,11.34
22262,10.0
23793,23.64
20891,14.48
5867,2.62
19426,0.0
12055,43.98
9533,3.2
345,0.0
18622,5.01
16620,20.35
6918,46.6
347,0.0
16072,7.86
10576,39.56
21940,7.11
18916,2.08
12240,4.07
5643,0.0
17725,26.75
3429,0.0
9452,1.13
12779,0.32
325,0.0
19900,5.94
3850,22.33
11081,12.94
6151,18.0
1064,3.03
18525,0.0
18406,27.75
1063,4.74
13586,4.13
23721,1.09
1941,10.7
520,0.0
8227,15.05
2661,17.48
15982,3.41
490,0.0
11771,12.11
15848,7.2
17854,45.38
13182,0.0
17609,6.56
13305,0.0
3373,6.2
11507,20.65
2605,8.33
18171,1.31
4022,7.14
15301,8.74
6075,34.01
7738,0.15
10406,9.75
11853,10.97
24005,1.3
6027,3.62
19988,4.57
22993,4.89
23840,23.26
2950,2.49
23829,20.82
9883,0.0
14368,0.0
12862,1.12
8196,33.95
19413,2.51
4273,8.32
4181,28.31
22964,14.08
23074,28.58
22085,4.23
461,0.0
17399,13.07
19684,0.0
23094,12.97
10895,0.0
11690,4.25
14334,0.0
18768,8.18
15445,10.59
12563,35.4
22968,1.87
12915,10.26
3873,0.28
1009,1.34
8320,30.18
8850,15.32
23780,24.95
11573,1.41
9410,9.27
10553,12.61
5742,20.19
9691,0.0
15524,0.0
222,4.51
15861,4.89
760,0.59
6101,12.97
24326,19.54
8160,35.18
8860,0.0
1850,35.6
10142,2.78
449,0.0
617,4.0
3058,16.0
13295,0.0
19535,0.0
9007,10.62
20289,0.0
23097,3.58
20942,22.15
20926,30.33
9536,1.32
18968,31.16
12306,0.17
19376,18.55
14782,9.33
9544,5.3
4449,25.4
12039,2.53
17598,1.44
21927,11.03
927,0.91
20911,26.33
12758,45.9
4023,3.01
16639,6.79
9591,6.15
20806,17.14
13342,0.0
5,2.81
6004,8.35
1486,25.18
15759,15.77
18441,0.0
15826,3.05
20204,0.0
14016,8.4
24209,10.21
23859,4.08
5220,1.6
11937,9.74
6002,13.09
15324,10.0
15101,11.12
299,0.0
7261,12.03
11057,4.81
15488,0.67
11370,1.31
9288,0.16
10318,6.98
21242,38.11
14866,5.1
1586,5.48
14541,3.32
9412,6.46
18562,0.0
21840,0.49
15954,9.52
18162,0.0
19694,0.0
15264,9.77
16152,24.25
6651,0.16
16175,32.29
18667,0.0
10818,0.4
8673,2.93
21960,19.44
1360,0.0
18533,2.4
22781,29.85
18942,0.35
5770,11.43
21832,20.68
21541,18.87
18911,9.06
10744,0.19
131,0.0
9555,6.99
6534,5.53
4903,19.06
13590,24.81
20222,3.44
20505,0.06
21531,8.69
15900,0.21
3327,6.24
4280,27.37
7232,2.02
5130,30.87
24049,2.87
16260,23.52
3335,13.99
16069,25.0
19672,0.0
16130,21.99
18764,25.64
20591,12.42
19391,3.26
11577,19.27
3837,0.17
9558,2.3
15115,0.9
2608,0.0
8409,6.9
1649,0.5
8932,0.0
13946,27.11
23507,3.69
12508,0.0
19443,10.14
5366,1.45
1123,4.63
2124,4.35
211,0.0
23357,18.46
23260,0.0
22881,5.59
24003,4.56
8324,9.63
23651,4.32
22988,38.54
8038,25.79
2222,0.4
3020,43.83
17366,6.86
15242,7.7
9189,3.5
8472,15.75
8667,21.47
4540,1.3
7582,0.15
20133,13.43
20005,15.04
458,0.0
8032,2.0
11635,36.25
5523,0.9
12278,3.51
10490,13.82
10217,0.68
9652,7.45
20258,22.1
2589,22.32
15024,1.01
17561,1.19
10697,4.35
1233,3.91
4475,9.38
22792,0.54
14435,0.0
13725,9.96
10410,1.13
19365,18.85
1598,6.07
10950,18.6
901,2.85
18676,0.0
7199,0.41
21383,28.34
17737,26.05
2490,0.0
22397,30.59
13711,3.0
7422,4.65
17918,5.61
22488,4.4
1470,0.08
19771,12.83
21622,27.82
826,5.47
8282,40.12
10849,0.0
9169,0.39
17053,8.86
7572,23.82
17745,0.21
8866,2.88
20756,0.05
8580,17.46
20746,16.87
12098,3.93
5951,19.54
22143,12.4
16508,2.18
6703,3.81
388,0.0
20257,36.22
4852,0.86
21201,8.26
3323,15.91
18466,25.73
21318,14.66
7888,5.19
23463,0.1
9790,0.0
22367,8.38
13502,1.32
9119,17.65
7583,24.25
20085,26.76
2047,17.76
16360,3.28
227,0.0
9147,0.82
19447,0.0
16296,21.98
6950,0.59
16518,5.35
16307,25.95
17259,2.88
7692,20.42
20290,1.2
18115,2.25
20232,4.9
4137,23.56
22667,7.94
10446,0.0
16256,0.34
1436,27.79
3634,17.31
5144,22.25
14899,12.31
17377,7.55
3963,2.63
18512,0.76
5264,8.26
11945,0.26
207,0.0
15105,1.66
10637,8.89
19339,5.4
5499,1.06
17359,0.75
19320,34.01
2593,5.15
18227,1.45
16531,4.76
19111,2.86
17857,25.92
9967,0.0
23878,20.37
18323,26.28
7455,11.04
24019,36.05
15717,6.6
22741,3.99
2376,1.88
14489,10.45
18693,2.81
21734,18.96
22665,9.03
7008,40.33
20517,0.11
24375,15.5
20438,1.49
19893,23.21
6288,20.15
5310,13.05
9638,10.5
9961,0.0
11649,18.89
11008,18.47
12602,8.1
14021,36.8
3499,0.0
19929,11.17
1172,4.33
14574,7.0
9773,0.0
21912,13.21
7304,2.14
13592,14.0
16357,9.56
3490,0.0
8076,4.96
14658,9.54
776,15.08
23881,5.18
834,19.54
15019,5.1
17255,8.86
12537,15.33
17198,4.23
9091,3.54
16289,8.02
19643,12.32
19358,6.4
8346,14.12
20280,0.89
18295,0.32
19285,40.3
13461,0.0
20317,1.25
13569,4.79
13593,10.47
13582,25.15
22395,1.81
4024,2.48
3642,0.0
3453,0.0
13879,50.17
21051,2.67
23900,24.67
7284,11.65
10679,7.42
17348,1.04
7869,1.39
3400,0.0
15878,18.46
4067,12.25
10145,0.51
14605,0.0
9436,6.67
17616,30.41
10638,5.23
3646,43.42
22705,2.97
17794,39.07
18666,0.0
18568,0.0
22037,4.59
18290,10.56
16206,7.81
4411,49.52
16266,5.76
1907,13.7
16633,17.3
10569,20.66
22308,15.81
5640,2.86
20851,0.17
20008,7.29
19359,3.39
1761,24.0
24252,11.17
6194,12.99
3856,2.75
18194,0.39
10424,30.82
14291,0.0
16197,0.0
6323,14.12
18518,9.14
21419,28.77
15944,7.93
6558,2.93
11552,26.07
6351,0.89
7807,7.39
13634,2.01
2007,6.89
13519,1.02
3235,9.31
12748,30.45
8608,0.63
24220,9.01
9041,28.88
14030,0.0
5402,1.58
1059,0.0
12810,16.52
5631,0.53
21490,37.61
20576,0.6
20481,0.13
23457,10.68
6031,31.91
19412,5.99
15377,1.8
15179,14.59
4532,26.22
20536,6.77
8108,0.0
19153,9.86
12324,0.57
12312,4.08
19395,27.66
14521,0.0
2191,0.0
12665,16.8
10470,0.0
3485,0.0
3663,0.0
14496,0.0
9304,13.51
22158,3.61
17733,0.41
9492,0.0
7220,2.1
23723,27.75
9994,8.23
4175,3.85
11065,27.28
7607,20.92
15448,3.5
24463,6.93
845,35.43
14432,0.0
13649,10.51
5147,5.25
14040,4.22
5763,0.5
23701,28.34
5141,0.65
22472,21.19
20201,4.79
22300,4.75
19074,25.62
9383,0.41
13531,0.54
20243,1.11
10327,0.4
23119,22.38
19242,47.81
5959,25.01
14750,0.0
23234,0.0
19403,0.24
5269,1.19
1847,1.06
11689,8.64
6187,0.72
18521,2.61
12540,7.96
17088,6.11
10579,19.39
15246,1.2
14169,8.21
20284,0.31
10273,7.86
4638,27.53
23571,0.2
21466,34.1
9418,0.79
9880,0.0
1379,0.0
11243,9.26
8387,0.0
13253,0.63
7045,23.16
11931,2.26
3434,0.0
2969,16.49
5101,6.2
21324,49.13
5055,2.27
4171,18.81
8696,0.66
18558,0.73
13561,6.56
3367,29.41
1831,27.33
3271,0.51
15812,8.18
6238,9.01
2250,1.52
11193,0.0
15465,0.96
4429,3.27
20794,17.02
8887,9.8
6913,10.37
1410,0.0
495,0.0
20804,0.09
10767,13.73
19593,0.0
755,4.82
22932,0.62
15835,8.21
9847,0.0
12228,4.48
3887,13.22
9698,8.55
47,0.0
5212,0.32
3946,16.47
12445,0.0
3778,20.53
16586,22.08
13705,40.34
20211,2.6
10717,0.0
18978,0.65
5208,2.24
19432,12.41
746,2.07
14133,26.46
14126,2.99
4063,2.23
1164,0.87
22656,6.37
15383,13.17
17028,9.75
16261,18.88
21396,26.82
17222,4.98
22415,9.47
6857,14.78
22762,7.13
9511,1.27
13299,2.49
10348,1.45
10504,48.04
17604,30.44
15926,19.37
14718,7.2
18747,4.22
4740,5.81
8169,18.68
19914,35.45
6617,1.57
22616,18.63
3225,3.91
3503,0.0
11504,28.67
9634,1.21
18876,10.18
2781,0.0
14680,10.62
17679,8.35
18273,0.0
235,4.49
5751,0.96
11270,5.48
8883,0.0
2952,36.33
3465,0.0
6712,8.87
11812,2.0
4970,2.05
9758,7.79
7088,4.96
5881,1.99
21765,32.65
1385,0.0
3355,30.85
8075,10.54
10915,13.7
5332,0.82
21594,8.07
11857,2.78
17942,2.24
14007,4.22
618,3.88
16519,5.19
671,6.78
12269,0.14
4534,23.81
22671,1.86
13094,17.81
15630,13.23
6841,0.2
9942,0.0
23799,4.99
16431,14.01
19110,7.99
18797,0.95
13863,44.56
2225,0.0
7736,1.06
7156,7.62
20307,0.58
9051,26.81
7519,2.26
8056,1.2
13817,13.44
4918,11.92
4730,5.24
4803,1.98
8343,34.73
21143,3.91
2065,0.71
5459,4.98
5806,7.9
5947,0.33
21256,6.22
2985,17.05
9804,0.0
23198,5.72
17234,5.42
23525,16.18
21144,2.43
10101,6.96
22829,29.04
19478,4.34
21697,0.24
17129,1.33
3743,10.58
18404,0.34
12869,12.7
3398,0.0
10399,0.0
8053,5.01
6244,24.03
9789,0.0
7673,5.23
11475,5.13
13078,5.46
14568,0.0
2532,0.0
21250,44.37
21479,26.28
7124,0.0
16642,25.23
14626,0.0
4131,5.88
18682,2.97
12712,0.2
17780,1.4
17133,0.0
6343,21.53
9629,3.34
10808,0.21
4886,1.56
3638,6.09
9966,0.0
22276,3.6
15690,10.38
18258,3.01
19793,12.02
6931,27.81
5262,9.87
4751,7.97
7650,3.59
19349,5.76
290,0.0
13633,3.6
11934,0.14
15815,0.49
23871,3.77
24572,2.79
20556,12.02
21043,33.57
15071,0.0
11587,0.0
4681,5.25
17952,4.35
21207,25.88
833,39.68
16731,10.94
21785,0.0
3289,14.56
17164,1.29
10711,17.88
12827,0.37
12060,7.38
13143,0.0
3281,5.87
24015,5.23
7480,8.53
24233,5.79
24514,2.34
3788,0.21
11933,0.93
17579,5.51
10983,36.84
16475,28.23
14959,6.13
20618,7.33
11429,2.54
13371,2.34
11747,11.39
14765,29.44
13152,18.92
21575,23.83
19500,5.06
2631,0.0
23828,22.62
130,0.27
8474,9.22
13947,25.81
9204,0.23
1265,0.0
4113,43.03
668,13.49
2595,0.0
22822,7.93
2995,8.39
21068,23.49
1995,10.38
7761,1.44
479,0.0
14208,0.0
5683,16.14
18938,4.79
14923,7.88
16446,8.08
22203,2.15
15946,4.54
892,0.58
12983,49.66
19559,0.0
21871,4.79
9386,9.52
2747,0.0
21500,0.9
17506,6.31
3208,33.31
12162,0.19
2428,0.0
20090,6.21
7980,34.77
20214,0.0
2857,11.21
4808,12.61
23354,2.05
6113,8.85
16690,22.71
24506,11.62
21914,11.84
3575,0.0
20825,1.66
17025,0.0
7299,9.36
5579,2.64
9121,10.73
20785,6.45
19289,13.7
11881,3.79
8157,7.29
21586,33.03
2988,10.03
24044,9.12
1573,7.53
4085,2.61
17174,4.96
7614,5.5
22965,9.42
18724,0.0
20381,0.5
1798,0.43
2125,3.2
6174,13.11
24133,18.03
14041,3.99
9671,0.18
8987,1.7
1200,1.54
20917,41.28
14543,0.0
21796,0.26
2623,0.0
1031,1.25
7481,5.34
7669,16.99
16679,23.7
644,12.13
23541,7.5
21662,5.65
9183,21.88
13248,4.12
14829,6.52
20677,9.2
3299,26.05
22951,26.76
17601,0.29
14031,0.0
9826,0.0
21268,0.0
21930,6.36
24313,0.0
10861,4.78
7119,0.0
19524,0.56
15849,5.13
7543,4.06
8007,8.5
21084,2.26
12366,0.0
21343,8.44
8431,10.61
10379,24.45
9567,7.15
19805,2.04
9040,29.11
12573,48.55
20382,0.47
10771,0.59
9900,0.0
10935,22.1
3326,8.48
23420,10.73
8141,10.67
1894,24.67
13565,30.61
788,14.94
6588,30.79
6499,2.45
709,3.31
12398,0.0
9071,0.39
10883,0.0
16797,0.0
18041,7.97
5081,1.05
1314,0.0
16182,6.89
15001,22.58
2168,0.0
5352,2.82
7612,6.53
677,0.4
2390,1.79
14309,2.56
14043,30.53
6907,30.12
23855,16.48
22012,12.72
24219,13.64
1182,6.74
9592,5.95
4884,2.07
17221,5.77
11459,18.25
11629,6.17
24312,0.39
2941,4.77
14284,0.0
2624,20.0
647,7.67
5585,0.0
1740,8.67
6475,3.88
15002,20.34
13555,0.57
18703,0.0
4044,11.06
16793,0.0
8855,2.87
7150,0.46
12392,0.0
17751,7.02
17105,1.49
21558,5.49
7553,8.49
7892,49.52
8044,2.5
13237,2.1
19786,0.0
6905,0.98
24038,2.29
18712,0.0
18482,8.57
22267,2.21
8946,7.22
24188,14.63
6456,0.0
4846,11.16
10776,12.13
17011,1.67
17227,1.12
