,sex,age,generation,incomelevel,depression,alcohol
10726,0,5,1,0,2.993176,0.568627
1255,1,3,4,0,4.854392,1.517321
15077,1,2,2,0,2.263833,2.035273
1343,1,4,0,0,4.813622,1.501284
8583,1,3,3,2,2.773385,1.730807
2436,0,2,0,0,3.627543,1.403034
9096,0,5,5,2,4.244611,2.045249
15158,0,5,1,0,4.671298,1.199356
6963,0,1,2,0,5.489475,2.677664
1332,1,0,4,0,4.83422,1.497867
19621,0,4,5,0,4.235221,1.537237
13855,1,2,0,0,3.806225,1.678747
501,1,3,2,2,3.56918,1.918939
14351,0,1,0,2,2.773502,2.160688
1212,1,4,5,0,4.796896,1.550707
2466,1,1,0,0,3.633646,1.441613
4758,1,1,2,2,2.877157,1.444609
3890,0,1,4,0,3.919381,1.59601
9300,1,5,1,0,3.587726,1.16029
17913,0,4,5,0,4.555148,1.684808
12409,0,4,5,2,3.672637,1.268984
4828,0,3,3,2,2.895363,1.457502
17745,0,1,4,2,4.029737,1.771161
11489,0,5,5,0,3.600181,4.415672
19352,0,1,2,1,4.455904,5.086198
5915,0,0,4,0,3.378682,1.760125
7595,1,3,4,2,2.776171,1.841656
10832,1,3,3,0,3.104944,0.563486
14243,0,0,4,2,2.669106,1.358762
3559,1,3,3,2,2.560258,1.830034
1652,0,4,0,0,3.273578,1.925424
20368,1,2,2,0,3.542724,1.15865
2061,1,5,5,0,3.957653,0.743792
5104,0,2,0,2,4.037865,1.594654
10389,1,2,0,0,3.430772,0.461949
8593,1,1,4,2,2.772361,1.736153
15245,0,2,0,0,4.759833,1.288625
13386,1,5,5,0,4.028952,0.76508
5672,1,2,0,0,2.747446,2.054482
15695,1,5,5,0,3.653271,0.708451
6341,0,0,4,2,2.967176,1.75853
8724,0,4,5,2,3.466129,3.104749
5308,1,2,2,2,3.322598,1.730818
4110,1,5,5,0,4.133177,2.549869
4686,1,5,5,2,2.839734,1.427217
2544,1,0,4,0,3.820883,1.482057
8253,1,2,0,0,4.339084,1.130703
17453,1,0,4,0,3.470575,0.902213
19219,0,2,2,2,2.828583,2.869888
3137,1,5,1,2,4.034842,2.670994
11468,1,3,3,0,3.582742,0.681029
3420,1,2,0,2,2.776853,1.82884
1512,0,0,2,0,3.473469,1.899831
15592,1,0,4,0,2.725602,1.740142
19069,1,1,2,2,2.903411,2.596268
14688,0,2,0,1,2.744974,0.952973
16395,0,4,5,0,2.936018,0.850159
4510,1,2,2,2,2.198192,1.759881
5220,1,2,0,2,3.436416,1.68297
19166,1,0,4,2,2.869573,2.750951
11414,0,0,4,0,3.539318,0.6845
2781,1,2,0,1,2.788032,1.694776
20642,0,0,4,1,2.884506,1.971242
12850,0,1,2,2,2.785756,1.703158
10594,1,2,0,2,2.555994,1.441276
20575,0,4,5,1,2.929906,2.292501
14758,0,5,5,1,2.718874,0.887098
17408,0,1,2,0,3.416201,0.882636
2388,0,3,3,2,4.093854,5.474668
14471,0,4,5,2,2.854846,2.215729
8424,0,5,5,2,2.799277,1.646062
1344,1,0,4,0,4.813622,1.501284
10913,0,2,2,0,3.262431,0.57671
752,0,3,3,2,3.647499,1.833472
4685,0,5,5,2,2.830938,1.42646
1932,1,4,5,0,4.299122,0.737993
4485,1,4,0,2,2.210586,1.755161
5556,0,4,5,0,2.929564,1.884835
16755,0,3,3,0,3.41716,0.472637
2812,0,3,4,1,2.814576,1.717437
16073,0,0,4,2,2.331447,1.725279
20633,1,5,5,1,2.884706,1.99048
5083,0,2,0,2,4.08824,1.576838
20254,0,4,5,0,3.408121,1.012618
6199,0,2,0,2,2.929883,1.851213
4938,1,3,4,0,2.875833,2.020115
986,1,0,4,2,2.703805,1.947668
19152,1,1,2,2,2.878487,2.724895
19346,0,3,4,1,4.4786,5.17397
1852,0,4,5,2,2.548794,2.155136
8378,0,4,5,2,2.752073,1.633989
19130,1,0,4,2,2.885534,2.695473
12163,1,5,5,0,3.39451,1.05708
4407,1,3,4,2,2.429338,1.602384
1588,0,2,0,0,3.327938,1.945237
11390,0,4,5,0,3.54323,0.681294
2428,0,0,2,0,3.631738,1.387457
849,1,3,4,2,2.615707,2.169178
16546,0,3,4,0,3.981979,0.480994
7984,0,1,4,0,3.930375,2.042078
285,1,3,4,0,2.552411,2.103513
8620,1,5,1,2,3.234091,3.365116
3852,0,0,4,0,3.918091,1.586395
11900,1,1,2,2,3.399362,0.738391
16688,1,5,5,0,3.472043,0.468699
3292,0,3,3,2,3.449547,2.70827
9038,1,0,4,2,4.085056,2.001931
7073,1,0,4,0,5.052651,2.862381
2160,1,4,5,0,2.70989,1.55579
12892,1,5,5,2,2.759083,1.724857
9356,1,4,5,0,3.525197,1.176285
8010,1,3,3,0,3.940119,1.974528
12099,0,3,4,0,3.4089,1.04703
20106,0,4,0,0,4.762322,1.999569
6272,0,2,0,2,2.958661,1.813414
5597,1,1,2,0,2.848935,1.88601
17078,1,2,0,2,3.744696,1.600888
2055,0,2,2,0,3.957653,0.743792
7202,1,1,0,0,4.56418,1.388861
3774,1,2,0,0,4.046825,1.565579
3708,0,1,2,0,4.128427,1.51893
17644,1,5,1,2,3.856546,1.728013
10430,0,2,2,0,3.455118,0.467204
8150,0,4,5,0,4.235863,1.076459
13342,0,2,2,0,4.034466,0.731221
3901,0,0,4,0,3.926503,1.599727
19025,0,4,5,2,2.919812,2.469876
9452,0,2,0,0,3.382677,1.198786
10564,1,2,0,2,2.563666,1.366655
16494,0,1,4,0,2.886782,0.859959
18042,1,2,2,0,4.541678,1.835134
3335,0,4,0,2,3.319423,2.695875
17842,1,0,2,0,4.65194,2.057752
10942,0,5,1,2,3.437113,2.439505
19699,1,5,5,0,4.143342,1.67351
7972,0,1,4,0,3.92806,2.062087
16401,1,4,5,0,2.929147,0.851636
13153,1,0,2,0,4.19392,0.807625
9892,0,0,2,0,4.088545,0.547255
765,0,3,3,2,3.648385,1.828883
8877,0,0,4,2,3.305923,2.707824
15999,0,4,5,2,2.346814,1.805089
16972,1,0,2,2,3.69658,1.672798
3604,0,0,4,2,2.540351,1.837604
13690,0,1,2,1,2.865712,2.080863
13177,0,2,0,0,4.14939,0.81184
16978,0,1,2,2,3.69658,1.672798
5848,1,3,4,0,3.652859,1.653641
16543,0,2,0,0,3.981979,0.480994
11309,0,4,5,0,3.550267,0.672394
8710,0,0,2,2,3.4329,3.160249
5184,1,3,4,2,3.610515,1.65147
3564,1,1,2,2,2.551664,1.83755
14848,1,2,0,0,2.290941,1.887117
2447,1,0,2,0,3.628315,1.417717
1600,0,0,4,0,3.311979,1.950768
13022,0,5,5,2,2.585337,1.775306
15900,1,1,2,2,2.372098,2.023101
7164,1,3,3,0,4.916404,2.776273
3933,1,2,0,0,4.3947,2.241898
18617,1,3,3,2,3.085864,0.892095
6564,1,1,2,1,3.037453,2.827514
18019,1,1,2,0,4.554698,1.855075
8482,0,3,4,2,2.809223,1.667693
92,0,4,5,2,2.188802,1.658553
8567,0,5,5,2,2.77609,1.725146
1778,1,0,2,2,2.541498,2.172171
15795,1,1,4,0,3.478949,0.734647
20519,1,2,0,1,2.947649,2.355886
2138,0,4,5,0,2.715281,1.545752
19610,0,0,2,0,4.234785,1.522711
14684,1,2,0,1,2.744974,0.952973
13879,1,4,5,0,3.704591,1.654621
6185,0,0,4,2,2.919484,1.862297
17846,1,3,4,0,4.65194,2.057752
10587,1,2,0,2,2.566225,1.378946
4939,0,3,4,0,2.875833,2.020115
5268,1,0,4,2,3.348778,1.717483
1593,1,4,5,0,3.311979,1.950768
3456,1,0,2,2,2.725205,1.777034
6767,0,0,4,0,3.95317,4.99375
19337,0,3,4,1,4.497791,5.249041
7922,0,4,5,0,3.931454,2.004104
19660,0,3,4,0,4.24282,1.58265
12075,0,3,4,0,3.41575,1.042097
13821,0,2,0,0,3.975114,1.709423
15085,0,1,4,0,2.263833,2.035273
11601,0,2,5,0,4.048906,1.436539
9121,1,1,2,0,2.87494,2.281156
4994,1,3,3,0,2.795575,2.092609
18545,0,3,3,2,3.109989,0.86686
4817,0,3,3,2,2.891387,1.453982
4647,0,3,4,2,2.809418,1.422175
8468,0,1,2,2,2.812553,1.660599
3733,0,1,2,0,4.134098,1.543612
18862,0,3,3,0,3.345057,1.726114
20144,0,0,4,0,4.782222,2.011345
9049,0,1,2,2,4.135617,2.02392
16954,1,3,4,2,3.708842,1.725429
14082,1,4,5,0,3.448564,0.679011
6592,0,0,4,1,3.030472,2.779135
16466,0,5,5,0,2.894561,0.861206
12012,0,1,0,0,3.473631,1.04024
3409,1,2,0,2,2.788651,1.848767
6008,0,1,4,0,3.275031,1.789299
1887,0,5,1,0,4.313701,0.740708
5328,1,3,4,0,3.319096,1.06261
978,0,1,2,2,2.698772,1.932295
19489,0,3,4,0,2.954305,0.75826
10369,0,4,5,0,3.393027,0.453432
5501,1,0,2,0,2.943294,1.856324
3801,1,1,2,0,3.987778,1.573773
10510,0,1,2,2,2.551216,1.363294
14911,1,1,2,0,2.319913,1.920361
17400,1,5,5,0,3.416201,0.882636
1679,0,3,3,0,3.264032,1.883372
16912,1,3,3,0,2.923721,2.220577
14347,0,4,1,2,2.773502,2.160688
7527,1,2,0,2,2.750939,1.919059
15890,0,4,5,2,2.372942,2.039545
1753,1,0,2,2,2.5412,2.187244
4555,1,5,1,2,2.770426,1.404308
9176,0,4,5,0,2.767358,2.199166
5318,1,4,5,0,3.319096,1.06261
7201,1,2,0,0,4.56418,1.388861
10474,1,1,4,0,3.458618,0.465702
2966,0,5,5,1,2.838261,1.758207
3522,0,4,5,2,2.608345,1.779412
12492,0,1,2,2,3.639739,1.212784
8444,1,2,0,2,2.808577,1.652067
11383,0,5,5,0,3.553385,0.677825
12062,0,1,0,0,3.421655,1.041001
16498,0,3,3,0,2.886782,0.859959
3753,1,4,5,0,4.116602,1.555572
17791,1,4,5,0,4.68566,1.913882
11398,0,1,2,0,3.537446,0.683953
19760,1,4,5,0,4.108739,1.852339
2455,1,1,0,0,3.62928,1.430756
14094,1,2,2,0,3.402352,0.692664
17924,1,0,4,0,4.552223,1.683102
13418,0,5,1,0,4.161383,1.674564
2504,0,1,2,0,3.678606,1.463345
5505,1,3,2,0,2.943294,1.856324
11151,0,2,0,1,3.25723,1.025125
3582,1,3,3,2,2.545709,1.838541
722,1,2,0,2,3.64756,1.883428
7246,1,1,2,0,4.480829,1.374704
17215,0,2,0,0,3.724554,0.819173
7288,1,4,5,0,4.424647,1.39872
5589,0,4,5,0,2.872348,1.884987
7996,0,1,4,0,3.934021,2.012938
2450,0,0,2,0,3.628315,1.417717
16633,0,5,5,0,3.836638,0.488818
6759,1,2,2,0,3.95317,4.99375
15810,0,3,3,0,3.478406,0.734206
10615,1,5,5,2,2.557727,1.450941
8536,1,4,5,2,2.782291,1.70743
6751,0,5,5,0,3.982428,5.015845
9775,1,1,2,0,4.35549,2.066202
19960,1,0,2,0,4.749991,2.034175
18786,0,5,5,0,3.344868,1.615584
13515,1,3,4,0,4.131751,1.476471
7926,1,3,3,0,3.931454,2.004104
403,1,1,2,0,2.568836,2.100656
5966,1,2,0,0,3.283858,1.798877
14271,0,5,5,2,2.654011,1.394363
16098,0,0,4,2,2.334267,1.7142
20244,0,5,1,0,3.389669,1.010229
5472,0,5,5,0,3.293437,1.11375
8055,0,2,0,0,3.999921,1.050586
17686,0,4,5,2,3.927429,1.746651
17412,1,5,5,0,3.441262,0.898174
16691,1,2,0,0,3.472043,0.468699
19653,1,0,2,0,4.24282,1.58265
9596,1,4,5,0,4.210405,1.764858
9559,1,4,1,0,4.160592,1.695087
14165,1,1,2,2,2.66913,1.32934
17068,1,4,5,2,3.760696,1.576554
1520,1,0,4,0,3.448805,1.909184
9447,0,5,5,0,3.382677,1.198786
4664,1,2,0,2,2.822984,1.425542
5612,0,2,0,0,2.829517,1.891537
6669,0,0,4,0,4.358236,4.985187
5285,1,4,0,2,3.333781,1.724807
19887,1,1,0,0,4.648701,2.080669
9287,1,3,4,0,3.590585,1.16189
8793,0,0,4,2,3.480905,2.787891
5734,0,5,5,0,2.706139,2.134149
3289,0,1,4,2,3.449547,2.70827
1740,1,2,0,2,2.545511,2.184191
9261,0,3,4,0,3.592401,1.169433
10268,1,4,5,0,3.481261,0.448558
3345,0,4,1,2,2.769279,1.874531
2740,0,3,4,1,2.745329,1.62603
16055,1,2,0,2,2.332176,1.734348
4153,0,1,2,0,4.019166,2.455431
264,1,1,0,0,2.55615,2.102025
3480,0,0,4,2,2.688689,1.773001
13158,1,5,1,0,4.175035,0.810089
6030,0,2,2,0,3.277973,1.772537
20262,1,1,2,0,3.42275,1.014303
11149,0,0,2,1,3.25723,1.025125
16998,0,1,2,2,3.695491,1.62615
822,0,1,0,2,2.631101,2.164656
7511,1,3,4,2,2.753385,1.956704
2756,1,0,2,1,2.755676,1.64789
8406,1,5,1,2,2.761965,1.641858
6714,1,4,5,0,4.098571,4.990515
17940,0,2,0,0,4.551847,1.684414
13188,1,0,2,0,4.121637,0.812405
10322,0,2,0,0,3.435921,0.450356
20209,0,5,1,0,3.320422,0.999393
20137,1,4,0,0,4.782222,2.011345
1586,1,0,4,0,3.327938,1.945237
6748,1,2,2,0,3.982428,5.015845
6192,1,0,4,2,2.929883,1.851213
4951,1,4,5,0,2.836804,2.051808
16507,1,0,4,0,2.885492,0.858818
14770,0,1,2,1,2.722347,0.888783
18595,1,5,5,2,3.089677,0.884054
4923,0,4,5,0,2.895932,2.003226
17895,0,3,4,0,4.57244,1.732275
8405,1,4,5,2,2.761965,1.641858
6899,1,1,2,2,3.176639,1.090014
8266,1,4,5,0,4.32432,1.136287
12200,1,2,0,0,3.379254,1.064111
17143,0,4,0,2,3.700294,1.649823
18943,0,4,0,2,3.742349,0.775118
8027,1,2,5,0,4.077248,1.045123
14332,1,5,5,2,2.666329,1.410564
9811,1,2,2,0,4.338509,2.131855
6967,1,3,4,0,5.489475,2.677664
6007,0,2,2,0,3.275031,1.789299
13454,1,3,4,0,4.180214,1.690505
18039,0,3,3,0,4.548765,1.850604
19063,0,4,5,2,2.908275,2.560901
2679,1,1,4,0,4.110062,1.450025
13330,0,4,0,0,4.035657,0.726827
7105,1,2,0,0,4.997501,2.839515
13765,0,1,0,0,3.916601,1.896772
11199,0,5,5,1,3.219787,1.020844
12894,1,1,4,2,2.759083,1.724857
10756,1,2,0,0,3.016933,0.566648
1768,0,0,2,2,2.540409,2.182981
1300,0,0,4,0,4.906827,1.464827
10023,0,1,2,0,4.196425,0.544431
2051,1,4,0,0,3.957653,0.743792
653,0,4,5,2,3.658181,2.259731
14195,0,4,5,2,2.673667,1.328495
4495,1,0,4,2,2.204213,1.7579
11082,0,4,5,1,3.265252,1.033613
15049,0,1,4,0,2.277805,2.021369
18606,1,5,5,2,3.085864,0.892095
10854,0,1,2,0,3.129768,0.56616
1504,0,3,4,0,3.505552,1.878918
20511,1,0,2,1,2.950726,2.375189
683,1,0,4,2,3.653175,2.196387
1086,1,0,4,2,2.740289,1.981193
13572,0,4,5,0,4.126467,1.454776
6847,0,5,5,2,3.161844,1.046009
1739,1,5,1,2,2.545511,2.184191
7934,0,4,5,0,3.929604,2.037797
5865,1,1,2,0,3.521807,1.69876
3063,1,3,4,2,3.531068,2.433288
1025,0,3,3,2,2.714179,1.990295
17106,0,0,4,2,3.708589,1.655148
7070,1,4,5,0,5.052651,2.862381
3989,0,3,4,0,4.354149,2.363795
8729,1,4,5,2,3.482448,3.054103
12685,0,5,1,2,2.688769,1.689639
3463,0,5,5,2,2.709694,1.774641
13483,1,2,0,0,4.163674,1.608131
8370,1,4,5,2,2.748236,1.628591
2162,0,4,5,0,2.70989,1.55579
6157,1,0,2,2,2.910579,1.880847
8640,0,0,2,2,3.25672,3.350951
20437,1,4,5,1,2.957768,2.366647
11902,0,0,4,2,3.399362,0.738391
6073,1,1,0,2,2.872542,1.962545
11200,1,0,4,1,3.219787,1.020844
10643,0,2,0,0,3.064306,0.554292
3222,1,4,5,2,4.027395,2.691151
2280,0,0,4,0,2.740063,1.594169
8300,1,4,0,0,4.272856,1.135179
11565,1,1,4,0,3.493617,4.486722
2971,1,0,4,1,2.838476,1.761766
16425,0,0,4,0,2.910089,0.857044
4408,0,5,5,2,2.429338,1.602384
20276,0,0,4,0,3.436706,1.01567
13107,0,0,2,0,4.158248,0.785731
12389,0,3,4,2,3.658729,1.293717
19475,0,2,0,0,2.969513,0.760163
17764,1,5,5,2,4.024939,1.769609
15552,1,5,5,0,2.738188,1.777734
8644,1,1,0,2,3.279665,3.33331
19504,1,5,5,0,2.925635,0.761583
14385,0,0,2,2,2.821082,2.192437
5687,1,0,4,0,2.736033,2.078115
18235,1,0,4,0,3.852081,1.41197
7683,1,2,2,2,2.787449,2.047773
1451,1,4,5,0,3.624869,1.748054
9379,0,0,4,0,3.494552,1.17961
8874,1,2,2,2,3.305923,2.707824
12045,1,4,5,0,3.431744,1.040055
3165,1,0,4,2,4.106735,2.707953
734,1,2,2,2,3.64793,1.839168
2102,0,4,1,0,2.735766,1.525819
17511,0,3,4,1,3.620192,1.109213
6019,1,0,4,0,3.275889,1.781913
13329,1,1,4,0,4.035657,0.726827
14403,1,3,4,2,2.824819,2.194569
6934,0,4,5,0,5.504764,2.489465
11022,1,3,3,2,3.532259,3.602408
4076,1,1,2,0,4.232783,2.607967
18366,1,5,1,2,3.033093,0.871374
18893,0,5,5,2,3.789391,0.76655
6392,0,3,4,1,3.152032,3.225143
11768,0,0,4,0,3.727495,1.400059
15777,1,3,3,0,3.48764,0.734513
5072,1,1,0,2,4.102805,1.566299
421,0,1,2,0,2.550374,2.104989
11821,1,1,2,0,3.634747,1.381121
6695,1,0,4,0,4.208616,4.939028
1515,1,3,4,0,3.473469,1.899831
19183,0,5,5,2,2.857855,2.787052
185,0,0,4,2,2.217203,1.766903
7258,0,5,1,0,4.472545,1.377426
16700,0,5,5,0,3.450938,0.4695
12170,0,2,0,0,3.39451,1.05708
20047,0,1,2,0,4.793213,2.063498
2904,0,1,2,1,2.851076,1.754046
739,0,5,5,2,3.64793,1.839168
875,1,4,5,2,2.616297,2.152968
8254,1,4,5,0,4.339084,1.130703
1613,0,3,3,0,3.298894,1.954449
9573,1,4,5,0,4.179122,1.7197
13630,0,0,4,0,4.005163,1.706981
4390,1,2,0,2,2.425944,1.602937
15266,1,0,4,0,4.795229,1.296875
7476,1,5,1,2,2.773673,2.037677
15561,0,5,5,0,2.738188,1.777734
9122,0,2,0,0,2.87494,2.281156
1373,0,5,5,0,4.759686,1.506864
5434,0,1,4,0,3.279798,1.112423
16289,1,1,4,2,2.596686,2.027911
16328,0,3,3,2,2.581376,2.029887
11103,0,3,4,1,3.271182,1.030464
6182,1,1,2,2,2.919484,1.862297
1777,0,2,0,2,2.541498,2.172171
10099,1,5,5,0,4.07706,0.519176
6622,0,4,0,1,3.026992,2.738557
10970,0,0,2,2,3.565997,2.718396
17748,0,3,3,2,4.029737,1.771161
5103,0,4,5,2,4.037865,1.594654
3201,1,0,4,2,4.102729,2.690265
13475,0,2,0,0,4.178982,1.666973
4851,1,2,0,0,3.083289,1.970137
15155,1,3,4,0,4.679851,1.187652
18204,0,1,2,0,3.931354,1.433958
10119,0,2,2,0,4.055852,0.51564
4749,1,1,2,2,2.870763,1.440379
10428,0,5,5,0,3.455118,0.467204
12069,0,2,0,0,3.41575,1.042097
20170,1,3,2,0,3.298194,1.026206
10075,1,5,5,0,4.11655,0.528356
14904,0,1,2,0,2.32588,1.910661
11659,0,0,2,0,4.020713,1.435496
6503,1,1,2,1,3.077165,3.017311
15390,0,5,1,0,2.836966,2.115659
8061,1,4,5,0,3.983216,1.053628
19859,0,5,1,0,4.677591,2.173751
18906,0,0,4,2,3.77003,0.770705
7565,0,4,5,2,2.771796,1.848883
11221,1,2,0,0,3.529734,0.666955
4079,0,1,2,0,4.232783,2.607967
20481,1,3,4,1,2.959508,2.414334
10144,1,3,3,0,3.996729,0.509059
4003,1,4,5,0,4.318484,2.507668
14168,1,2,0,2,2.66913,1.32934
5263,1,4,0,2,3.348778,1.717483
913,0,4,5,2,2.642468,2.095883
6885,1,1,2,2,3.172747,1.077975
11728,1,1,2,0,3.802403,1.429088
17372,0,1,2,0,3.358963,0.838729
20280,1,2,0,0,3.450324,1.01694
16563,0,0,2,0,4.008024,0.483176
10698,1,0,2,0,3.051899,0.562704
8564,0,2,2,2,2.77609,1.725146
16146,0,0,4,2,2.350485,1.6943
8128,0,5,1,0,4.12221,1.070769
2080,0,3,3,0,3.922651,0.73805
10786,1,3,4,0,3.056779,0.561681
12854,1,3,3,2,2.785756,1.703158
17397,0,0,4,0,3.386968,0.863536
5360,0,2,0,0,3.328013,1.065441
124,1,0,4,2,2.208921,1.670158
13579,1,5,5,0,4.126753,1.460839
3005,1,4,0,2,2.344023,2.851393
17402,1,2,0,0,3.416201,0.882636
17203,0,2,0,0,3.789711,0.820276
18636,0,1,0,0,3.433301,1.605973
17332,0,5,5,0,3.422318,0.836221
12771,0,3,4,2,2.756713,1.706542
456,0,0,4,0,2.53636,2.127217
7904,1,5,5,0,3.932749,1.976898
15168,1,5,1,0,4.667101,1.217821
4795,1,1,4,2,2.889929,1.451098
7843,0,4,5,0,3.79665,2.16654
9648,0,4,5,0,4.265165,1.832005
13065,0,5,5,2,2.587371,1.840735
7521,0,1,2,2,2.75061,1.938496
6318,0,1,4,2,2.961697,1.785087
10889,0,2,2,0,3.195748,0.571439
12935,0,2,2,2,2.766085,1.729703
6600,1,5,5,1,3.027701,2.758677
6337,1,0,4,2,2.967176,1.75853
11872,0,1,4,0,3.616397,1.368371
4085,0,3,4,0,4.232783,2.607967
9620,1,2,0,0,4.231725,1.801893
16928,0,4,0,0,2.891008,2.228742
5860,1,3,4,0,3.577602,1.678815
15104,1,0,2,0,4.729642,1.164669
18258,0,2,0,0,3.802627,1.390568
17014,1,3,4,2,3.705861,1.612709
4423,1,4,5,2,2.365835,1.653701
13434,1,5,1,0,4.176687,1.68813
11045,0,5,5,2,3.520886,3.583238
7844,0,2,0,0,3.79665,2.16654
15006,1,5,5,0,2.282486,2.008557
783,0,0,4,2,3.654178,1.82308
14519,0,2,0,2,2.894314,2.25271
12897,0,0,4,2,2.759083,1.724857
18883,0,2,2,0,3.348171,1.735504
20207,1,1,2,0,3.320422,0.999393
13511,0,1,2,0,4.131751,1.476471
11831,0,5,5,0,3.628451,1.378886
14172,0,1,2,2,2.66913,1.32934
7395,0,0,4,0,4.305071,1.483707
5923,0,2,0,0,3.356016,1.769821
17756,0,2,2,2,4.028037,1.770513
19185,0,2,0,2,2.857855,2.787052
19878,1,0,2,0,4.651949,2.107931
793,1,1,4,2,3.657683,1.822172
5078,1,3,4,2,4.102805,1.566299
19602,1,2,0,0,4.234785,1.522711
1490,0,1,2,0,3.544212,1.843518
10153,0,4,0,0,3.960832,0.506
12808,1,5,5,2,2.789094,1.690463
18011,0,5,5,0,4.557249,1.83905
19245,1,3,3,2,2.822861,2.840319
2580,0,5,5,0,3.935032,1.468771
18119,0,3,4,0,4.166359,1.451969
19048,0,5,1,2,2.914221,2.526548
9499,0,2,2,0,3.36087,1.210316
19736,1,5,5,0,4.085044,1.761617
14698,0,4,5,1,2.732641,0.937151
16702,0,4,5,0,3.450938,0.4695
15684,1,0,4,0,3.653271,0.708451
9299,1,3,4,0,3.587726,1.16029
963,0,4,5,2,2.677003,1.973232
14949,0,2,0,0,2.281669,1.963157
1378,1,1,4,0,4.731142,1.508926
6663,0,3,4,0,4.411393,5.022471
4067,0,2,0,0,4.245994,2.610772
3213,1,0,4,2,4.090664,2.687807
2326,0,1,4,0,2.749714,1.593676
13785,0,2,0,0,3.961436,1.802555
13124,1,2,0,0,4.204405,0.800726
17240,0,1,0,0,3.631979,0.818897
4665,1,4,5,2,2.822984,1.425542
11011,0,2,0,2,3.536234,3.571414
13788,0,1,0,0,3.961436,1.802555
5401,1,3,3,0,3.296471,1.094935
4650,1,5,1,2,2.816173,1.424281
6540,1,0,4,1,3.05103,2.887121
3861,1,1,2,0,3.911885,1.589404
8569,1,1,4,2,2.77609,1.725146
7239,0,2,0,0,4.48833,1.375352
14063,0,2,2,0,3.681866,1.424897
3618,1,5,1,0,4.089515,1.52905
20448,1,5,1,1,2.960464,2.392071
18256,0,5,5,0,3.802627,1.390568
14132,1,2,0,2,2.662905,1.323626
784,0,2,2,2,3.654178,1.82308
4497,1,1,4,2,2.204213,1.7579
11707,1,2,0,0,3.857618,1.445018
17759,1,3,3,2,4.028037,1.770513
10646,0,0,2,0,3.064306,0.554292
7504,1,2,0,2,2.753385,1.956704
18865,1,5,5,0,3.347788,1.733777
3412,1,0,2,2,2.788651,1.848767
10845,0,3,3,0,3.116651,0.564908
13277,1,3,4,0,4.046277,0.722001
1107,0,4,1,0,4.621187,1.35291
15664,0,1,2,0,3.716088,0.714718
17391,1,1,2,0,3.386968,0.863536
3400,1,1,2,2,2.793179,1.859693
15090,1,1,0,0,4.7484,1.162573
8494,0,2,0,2,2.801358,1.677781
5440,1,0,4,0,3.280645,1.113191
11474,0,2,0,0,3.685693,4.480427
10377,1,2,0,0,3.409353,0.457413
658,1,5,5,2,3.657002,2.254094
3370,0,1,0,2,2.784457,1.871572
10493,1,4,1,2,2.578595,1.369656
9393,1,3,4,0,3.477466,1.180166
11375,0,1,2,0,3.553385,0.677825
3855,0,5,5,0,3.918091,1.586395
2299,1,4,5,0,2.743231,1.596516
18888,1,5,5,2,3.789391,0.76655
12599,0,0,4,2,3.514981,1.292702
18641,1,4,5,0,3.445302,1.577353
671,1,4,5,2,3.655549,2.244914
3510,0,4,5,2,2.625163,1.772424
7608,1,5,5,2,2.784664,1.8791
7486,0,3,4,2,2.773673,2.037677
2614,1,0,4,0,4.033786,1.457719
20584,0,0,4,1,2.924568,2.270934
3904,0,3,3,0,3.926503,1.599727
10535,0,3,4,2,2.557785,1.364231
1391,1,4,0,0,4.696774,1.510434
3469,0,0,4,2,2.709694,1.774641
14614,0,2,2,2,2.946082,2.347036
13479,1,3,4,0,4.178982,1.666973
11029,0,2,2,2,3.528115,3.603549
3427,1,3,4,2,2.776853,1.82884
12863,0,2,0,2,2.776403,1.711196
10806,0,2,0,0,3.082956,0.561138
9799,1,2,2,0,4.344662,2.133863
15470,1,2,0,0,2.772486,1.952747
627,0,5,5,2,3.658839,2.264304
8985,0,2,0,2,3.878717,1.902588
17186,0,5,1,0,3.858486,0.821985
1131,0,1,0,0,4.715412,1.430158
18181,0,2,0,0,3.982328,1.437574
18927,1,1,4,2,3.750356,0.77384
8969,1,5,1,2,3.845663,1.88624
811,0,0,2,2,2.642647,2.155621
11552,0,3,3,0,3.498914,4.496109
14434,1,5,1,2,2.833395,2.198905
13452,0,4,5,0,4.180214,1.690505
14774,1,3,3,1,2.722347,0.888783
11877,1,5,5,0,3.615115,1.363452
10325,1,3,4,0,3.435921,0.450356
10121,1,3,3,0,4.055852,0.51564
2848,0,5,5,1,2.839583,1.738945
15662,1,1,2,0,3.716088,0.714718
2712,1,4,1,1,2.717497,1.542925
19116,1,1,2,2,2.886916,2.683479
2060,1,3,3,0,3.957653,0.743792
7720,1,1,4,2,2.793426,2.070307
5675,1,0,4,0,2.747446,2.054482
17103,1,5,5,2,3.708589,1.655148
18820,1,0,4,0,3.330802,1.667993
5211,0,5,5,2,3.474393,1.671258
7756,0,2,0,0,3.930588,2.146702
15712,1,3,3,0,3.591513,0.717358
9446,1,1,2,0,3.382677,1.198786
20313,1,1,2,0,3.484572,1.032685
17650,0,1,2,2,3.870721,1.731277
17117,1,0,4,2,3.69995,1.663579
3121,0,1,2,2,3.746093,2.564113
18079,1,1,4,0,4.513444,1.721177
341,0,4,5,0,2.571886,2.075933
18454,1,0,4,2,3.109344,0.924777
17348,0,1,2,0,3.395532,0.836631
347,1,5,5,0,2.571886,2.075933
